DOG NAME_x,LINK,SEX,AGE,WEIGHT,BREED MIXES_x,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX_x,AGE MEASURE,SECONDARY BREED_x,SPAYED/NEUTERED,COLOR_FIXED,multi_color,num_colors,contains_black,contains_white,contains_yellow,WEIGHT2,Age at Adoption (days),DOG NAME_y,BREED MIXES_y,SECONDARY BREED_y,MIX_y,BREED_MIXES_FIXED,is_retriever,is_shepherd,is_other_breed,MIX_FIXED,MIX_BOOL
Tantor (3 shots),,Male,4 months,"Labrador Retriever, Pointer",Black and White,"Puppy Screen
S/N: 12/7/18",,,,,,2018,PRCO-MD-18-1681,,Yes,,,,,,,,2018-06-15,2018-11-25,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,163.0,Tantor (3 shots),Black and White,,,Black And White,0.0,0.0,1.0,,0.0
Tiger Lilly (3 shots),,Female,4 months,"Labrador Retriever, Pointer",Black,"Puppy Screen
S/N: 12/7/18",,,,,,2018,PRCO-FD-18-1683,,Yes,,,,,,,,2018-06-15,2018-11-25,,,,,black,0.0,1.0,1.0,0.0,0.0,,163.0,Tiger Lilly (3 shots),Black,,,Black,0.0,0.0,1.0,,0.0
Trusty (3 shots),,Male,4 months,"Labrador Retriever, Pointer",Black,"Puppy Screen
S/N: 12/7/18",,,,,,2018,PRCO-MD-18-1687,,Yes,,,,,,,,2018-06-15,2018-11-25,,,,,black,0.0,1.0,1.0,0.0,0.0,,163.0,Trusty (3 shots),Black,,,Black,0.0,0.0,1.0,,0.0
Gnocchi,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13744286&key=Mqr6gy1W,Male,1 year,"Beagle, Rat Terrier",Tri-color,Walks alone not enough (needs running or playtime); shy,,,,,,2018,MTHY-MD-18-1746,,Yes,,,,,,,,2017-11-04,2018-11-25,,,,,tri-color,1.0,3.0,0.0,0.0,0.0,,386.0,Gnocchi,Tri-color,,,Tri-Color,0.0,0.0,1.0,,0.0
Allison,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13807136&key=Mqr6gy1W,Female,1 year,Australian Shepherd,White w/ Brown,New this week; Aussie mix; high energy; passed shelter cat test,Passed shelter test,,,,,2018,FLRN-FD-18-1761,,Yes,,,,,,,,2017-11-26,2018-12-01,,,,,"white, brown",1.0,2.0,0.0,1.0,0.0,,370.0,Allison,White w/ Brown,,,"White W, Brown",0.0,0.0,1.0,Mix,1.0
Charles,,Male,6 years,Wire-Haired Terrier,Tan,New this week; Wire-Haired Terrier mix,,,,,,2018,FLRN-MD-18-1768,,Yes,,,,,,,,2012-11-27,2018-12-01,,,,,tan,0.0,1.0,0.0,0.0,1.0,,2195.0,Charles,Tan,,,Tan,0.0,0.0,1.0,,0.0
Nellie (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13787731&key=Mqr6gy1W,Female,2 months,Shepherd,Tan w/ White,"New this week; Shepherd mix; Puppy Screen; healing right tibial fracture
S/N: 4/15/19",,,,,,2018,FLRN-FD-18-1793,,Yes,,,,,,,,2018-09-13,2018-12-01,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,,79.0,Nellie (2 shots),Tan w/ White,,,"Tan W, White",0.0,0.0,1.0,Mix,1.0
Nubbin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13619219&key=Mqr6gy1W,Male,10 months,Labrador Retriever,Tan & White,New this week; Labrador mix; tripod,,,,,,2018,FLRN-MD-18-1795,,Yes,,,,,,,,2018-01-27,2018-12-01,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,,308.0,Nubbin,Tan & White,,,"Tan, White",0.0,0.0,1.0,Mix,1.0
Peytin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13821664&key=Mqr6gy1W,Male,7 years,"Maltese, Poodle",Tan,New this week; Maltipoo mix,,,,,,2018,FLRN-MD-18-1798,,Yes,,,,,,,,2011-11-26,2018-12-01,,,,,tan,0.0,1.0,0.0,0.0,1.0,,2562.0,Peytin,Tan,,,Tan,0.0,0.0,1.0,,0.0
Prada,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13821085&key=Mqr6gy1W,Female,7 years,"Maltese, Poodle",White,New this week; Maltipoo mix,,,,,,2018,FLRN-FD-18-1800,,Yes,,,,,,,,2011-11-30,2018-12-01,,,,,white,0.0,1.0,0.0,1.0,0.0,,2558.0,Prada,White,,,White,0.0,0.0,1.0,,0.0
Taizo,,Male,,,,,,,,,,2018,KAHS-MD-18-1748,,,,,,,,,,2016-11-21,2018-12-01,,,,,,,,,,,,740.0,Taizo,,,,,0.0,0.0,0.0,,
Norma Jean (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13542393&key=Mqr6gy1W,Female,2 years,Labrador Retriever,Black & White,Walks alone not enough (needs running or playtime); HW treated 9/10/18; lived with cats,Yes,,,,,2018,FLRN-FD-18-1582,,Yes,,,,,,,,2016-09-12,2018-12-02,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,811.0,Norma Jean (HW),Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Luna (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13138663&key=Mqr6gy1W,Female,7 months,Flat-Coated Retriever,Black w/ White,"Puppy Screen; caution on small kids (knocks them over); needs running/playtime when older; passed cat test but is curious (best with dog-savvy cat)
Spayed 11/13/18",,,,,,2018,FLRN-FD-18-0981,,Yes,,,,,,,,2018-04-30,2018-11-28,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,212.0,Luna (3 shots),Black w/ White,,,"Black W, White",0.0,0.0,1.0,Mix,1.0
Ace (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13820448&key=Mqr6gy1W,Male,2 months,Mastiff,Black,"New this week; Mastiff Mix; Puppy Screen
S/N: 3/28/19",,,,,,2018,FLRN-MD-18-1752,,Yes,,,,,,,,2018-10-03,2018-12-01,,,,,black,0.0,1.0,1.0,0.0,0.0,,59.0,Ace (2 shots),Black,,,Black,0.0,0.0,1.0,,0.0
Alaska (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13820456&key=Mqr6gy1W,Female,2 months,Mastiff,Black,"New this week; Mastiff Mix; Puppy Screen
S/N: 3/28/19",,,,,,2018,FLRN-FD-18-1753,,Yes,,,,,,,,2018-10-03,2018-12-02,,,,,black,0.0,1.0,1.0,0.0,0.0,,60.0,Alaska (2 shots),Black,,,Black,0.0,0.0,1.0,,0.0
Ash (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13820439&key=Mqr6gy1W,Male,2 months,Mastiff,Black,"New this week; Mastiff Mix; Puppy Screen
S/N: 3/28/19",,,,,,2018,FLRN-MD-18-1754,,Yes,,,,,,,,2018-10-03,2018-12-01,,,,,black,0.0,1.0,1.0,0.0,0.0,,59.0,Ash (2 shots),Black,,,Black,0.0,0.0,1.0,,0.0
Aspen (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13820473&key=Mqr6gy1W,Female,2 months,Mastiff,Orange w/ Black,"New this week; Mastiff Mix; Puppy Screen
S/N: 3/28/19",,,,,,2018,FLRN-FD-18-1755,,Yes,,,,,,,,2018-10-03,2018-12-01,,,,,"orange, black",1.0,2.0,1.0,0.0,0.0,,59.0,Aspen (2 shots),Orange w/ Black,,,"Orange W, Black",0.0,0.0,1.0,Mix,1.0
Autumn (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13820479&key=Mqr6gy1W,Female,2 months,Mastiff,Orange,"New this week; Mastiff Mix; Puppy Screen
S/N: 3/28/19",,,,,,2018,FLRN-FD-18-1756,,Yes,,,,,,,,2018-10-03,2018-12-02,,,,,orange,0.0,1.0,0.0,0.0,0.0,,60.0,Autumn (2 shots),Orange,,,Orange,0.0,0.0,1.0,,0.0
Axel (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13820453&key=Mqr6gy1W,Male,2 months,Mastiff,Black,"New this week; Mastiff Mix; Puppy Screen
S/N: 3/28/19",,,,,,2018,FLRN-MD-18-1757,,Yes,,,,,,,,2018-10-03,2018-12-02,,,,,black,0.0,1.0,1.0,0.0,0.0,,60.0,Axel (2 shots),Black,,,Black,0.0,0.0,1.0,,0.0
Elise (2 shots),,Female,2 months,Retriever,Golden,"New this week; Retriever mix; Puppy Screen
S/N: 3/15/18",,,,,,2018,FLRN-FD-18-1773,,Yes,,,,,,,,2018-09-22,2018-12-01,,,,,golden,0.0,1.0,0.0,0.0,1.0,,70.0,Elise (2 shots),Golden,,,Golden,0.0,0.0,1.0,,0.0
Skye (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13805286&key=Mqr6gy1W,Female,2 months,Shepherd,Tan,"New this week; Shepherd mix; Puppy Screen
S/N: 3/7/19",,,,,,2018,FLRN-FD-18-1807,,Yes,,,,,,,,2018-09-11,2018-12-01,,,,,tan,0.0,1.0,0.0,0.0,1.0,,81.0,Skye (2 shots),Tan,,,Tan,0.0,0.0,1.0,,0.0
Nora (2 shots),,Female,2 months,Shepherd,Orange w/ Black & White,"New this week; Shepherd mix; Puppy Screen
S/N: 2/14/18",,,,,,2018,FLRN-FD-18-1792,,Yes,,,,,,,,2018-09-06,2018-12-01,,,,,"orange, black, white",1.0,3.0,1.0,1.0,0.0,,86.0,Nora (2 shots),Orange w/ Black & White,,,"Orange W, Black, White",0.0,0.0,1.0,Mix,1.0
Mic,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13820515&key=Mqr6gy1W,Male,5 months,Shepherd,Brindle w/ White,New this week; Shepherd mix; 5 month old puppy,,,,,,2018,FLRN-MD-18-1788,,Yes,,,,,,,,2018-06-28,2018-12-02,,,,,"brindle, white",1.0,2.0,0.0,1.0,0.0,,157.0,Mic,Brindle w/ White,,,"Brindle W, White",0.0,0.0,1.0,Mix,1.0
Sweetie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13698733&key=Mqr6gy1W,Female,2 years,"English Bulldog, Boston Terrier",Brindle w/ White,Walks alone not enough (needs running or playtime); Bully Screen; very high energy; lived with cats but chases,Lived with (chases),,,,,2018,FLRN-FD-18-1644,,Yes,,,,,,,,2016-04-16,2018-12-02,,,,,"brindle, white",1.0,2.0,0.0,1.0,0.0,,960.0,Sweetie,Brindle w/ White,,,"Brindle W, White",0.0,0.0,1.0,Mix,1.0
Brie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13805209&key=Mqr6gy1W,Female,3 years,Chihuahua,Black w/ White,New this week; Chihuahua mix; socialization recommended; no kids under 15,,No,,,,2018,FLRN-FD-18-1767,,Yes,,,,,,,,2015-11-28,2018-12-02,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,1100.0,Brie,Black w/ White,,,"Black W, White",0.0,0.0,1.0,Mix,1.0
Posey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13739476&key=Mqr6gy1W,Female,2 years,Shepherd,Tri-color,New this week; Shepherd mix,,,,,,2018,MTHY-FD-18-1749,,Yes,,,,,,,,2016-11-04,2018-12-02,,,,,tri-color,1.0,3.0,0.0,0.0,0.0,,758.0,Posey,Tri-color,,,Tri-Color,0.0,0.0,1.0,,0.0
Atticus,http://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13746778&key=Mqr6gy1W,Male,1 year,Shepherd,Brown & Black,New this week; Shepherd mix,,,,,,2018,FLRN-MD-18-1764,,Yes,,,,,,,,2017-11-01,2018-12-02,,,,,"brown, black",1.0,2.0,1.0,0.0,0.0,,396.0,Atticus,Brown & Black,,,"Brown, Black",0.0,0.0,1.0,Mix,1.0
Simon,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13820014&key=Mqr6gy1W,Male,1 year,Labrador Retriever,Brown w/ White,New this week; Labrador mix,,,,,,2018,FLRN-MD-18-1805,,Yes,,,,,,,,2017-11-28,2018-12-02,,,,,"brown, white",1.0,2.0,0.0,1.0,0.0,,369.0,Simon,Brown w/ White,,,"Brown W, White",0.0,0.0,1.0,Mix,1.0
Koda,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13804771&key=Mqr6gy1W,Male,10 months,Husky,Grey & White,New this week; Husky Mix; Husky Screen,,,,,,2018,FLRN-MD-18-1784,,Yes,,,,,,,,2018-01-27,2018-12-02,,,,,"grey, white",1.0,2.0,0.0,1.0,0.0,,309.0,Koda,Grey & White,,,"Grey, White",0.0,0.0,1.0,Mix,1.0
Shasta,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13782714&key=Mqr6gy1W,Female,4 years,"Whippet, Shepherd",Brindle,Walks alone not enough (needs running or playtime); missing left eye; passed shelter cat test,Passed shelter test,,,,,2018,KAHS-FD-18-1743,,Yes,,,,,,,,2014-01-01,2018-12-02,,,,,brindle,0.0,1.0,0.0,0.0,0.0,,1796.0,Shasta,Brindle,,,Brindle,0.0,0.0,1.0,,0.0
Adley,,Female,6 months,Labrador,Black / White,New this week; Labrador mix; 6 month old puppy,,,,,,2018,FLRN-FD-18-1811,,Yes,,,,,,,,2018-05-26,2018-12-02,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,190.0,Adley,Black / White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Joe (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13804736&key=Mqr6gy1W,Male,2 months,Labrador Retriever,Yellow,"New this week; Labrador mix; Puppy Screen
S/N: 3/15/18",,,,,,2018,FLRN-MD-18-1782,,Yes,,,,,,,,2018-09-17,2018-12-02,,,,,yellow,0.0,1.0,0.0,0.0,1.0,,76.0,Joe (2 shots),Yellow,,,Yellow,0.0,0.0,1.0,,0.0
Paris,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13831413&key=Mqr6gy1W,Female,5 months,Labrador Retriever,Black w/ White,New this week; Labrador mix; 5 month old puppy,,,,,,2018,FLRN-FD-18-1797,,Yes,,,,,,,,2018-06-27,2018-12-02,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,158.0,Paris,Black w/ White,,,"Black W, White",0.0,0.0,1.0,Mix,1.0
Eli (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13804458&key=Mqr6gy1W,Male,4 months,Labrador Retriever,Black,New this week; Labrador mix; Puppy Screen,,,,,,2018,FLRN-MD-18-1772,,Yes,,,,,,,,2018-07-28,2018-12-02,,,,,black,0.0,1.0,1.0,0.0,0.0,,127.0,Eli (2 shots),Black,,,Black,0.0,0.0,1.0,,0.0
Gunner,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13802395&key=Mqr6gy1W,Male,5-6 months,Bulldog,White,New this week; Bulldog mix; Bully Screen; 5-6 month old puppy,,,,,,2018,FLRN-MD-18-1776,,Yes,,,,,,,,2018-05-26,2018-12-02,,,,,white,0.0,1.0,0.0,1.0,0.0,,190.0,Gunner,White,,,White,0.0,0.0,1.0,,0.0
Halo (2 shots),,Male,3 months,Labrador Retriever,Black w/ White,"New this week; Labrador mix; Puppy Screen
S/N: 2/15/18",,,,,,2018,FLRN-MD-18-1777,,Yes,,,,,,,,2018-09-04,2018-12-02,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,89.0,Halo (2 shots),Black w/ White,,,"Black W, White",0.0,0.0,1.0,Mix,1.0
Aggie,,Female,1 year,Shih Tzu,White,New this week; Shih Tzu mix,,,,,,2018,MTHY-FD-18-1826,,Yes,,,,,,,,2017-12-01,2018-12-08,,,,,white,0.0,1.0,0.0,1.0,0.0,,372.0,Aggie,White,,,White,0.0,0.0,1.0,,0.0
Baker,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13810120&key=Mqr6gy1W,Male,3 years,"Dachshund, Chihuahua",Black & White,Can be nervous around larger dogs,,,,,,2018,FLRN-MD-18-1766,,Yes,,,,,,,,2015-11-17,2018-12-04,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,1113.0,Baker,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Kringle,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13819206&key=Mqr6gy1W,Male,1 year,Pug,Black & Tan,New this week; Pug mix,,,,,,2018,MTHY-MD-18-1827,,Yes,,,,,,,,2017-11-24,2018-12-08,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,,379.0,Kringle,Black & Tan,,,"Black, Tan",0.0,0.0,1.0,Mix,1.0
Suki,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13817804&key=Mqr6gy1W,Female,,,,,,,,,,2018,KAHS-FD-18-1787,,,,,,,,,,2015-11-24,2018-12-08,,,,,,,,,,,,1110.0,Suki,,,,,0.0,0.0,0.0,,
Allister,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13799716&key=Mqr6gy1W,Male,2 years,Flat-Coated Retriever,Black w/ White Patch,Walks alone not enough (needs running or playtime); no cats,NO,,,,,2018,FLRN-MD-18-1762,,Yes,,,,,,,,2016-11-26,2018-12-07,,,,,"black, white patch",1.0,2.0,1.0,1.0,0.0,,741.0,Allister,Black w/ White Patch,,,"Black W, White Patch",0.0,0.0,1.0,Mix,1.0
Havaretti,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13810125&key=Mqr6gy1W,Female,9-10 years,"Dachshund, Terrier",Black,Medium energy; needs dental; lived with kids; senior dog,,,,,,2018,FLRN-MD-18-1779,,Yes,,,,,,,,2009-11-17,2018-12-08,,,,,black,0.0,1.0,1.0,0.0,0.0,,3308.0,Havaretti,Black,,,Black,0.0,0.0,1.0,,0.0
Rizzo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13809204&key=Mqr6gy1W,Female,3 years,"Terrier, Chihuahua",Black,Medium energy; No kids under 15 due to breed,,No,,,,2018,FLRN-FD-18-1802,,Yes,,,,,,,,2015-11-17,2018-12-07,,,,,black,0.0,1.0,1.0,0.0,0.0,,1116.0,Rizzo,Black,,,Black,0.0,0.0,1.0,,0.0
Lucy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13804770&key=Mqr6gy1W,Female,2 years,"Chihuahua, Feist",Tan & White,Escape artist (can't be left alone in yard); needs work on housebreaking,,,,,,2018,FLRN-FD-18-1786,,Yes,,,,,,,,2016-11-28,,,,,,escape artist (can't be left alone in yard); needs work on housebreaking,0.0,1.0,0.0,0.0,0.0,,1831.0,Lucy,Tan & White,,,"Tan, White",0.0,0.0,1.0,Mix,1.0
Vanessa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13797755&key=Mqr6gy1W,Female,1 year,"Labrador, Heeler",White w/ Brown,Walks alone not enough (needs running or playtime); mouthy; commitment to training; lived with cats (might chase),Yes,,,,,2018,FLRN-FD-18-1817,,Yes,,,,,,,,2017-11-28,2018-12-08,,,,,"white, brown",1.0,2.0,0.0,1.0,0.0,,375.0,Vanessa,White w/ Brown,,,"White W, Brown",0.0,0.0,1.0,Mix,1.0
Cherry (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13805610&key=Mqr6gy1W,Female,2.5 months,Labrador Retriever,Tan w/ White,"Puppy Screen; demodex (nexgard)
S/N: 3/1/19",,,,,,2018,FLRN-FD-18-1769,,Yes,,,,,,,,2018-09-06,2018-12-08,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,,93.0,Cherry (2 shots),Tan w/ White,,,"Tan W, White",0.0,0.0,1.0,Mix,1.0
Cola (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13805616&key=Mqr6gy1W,Female,2.5 months,Labrador Retriever,Black w/ White,"Puppy Screen; demodex (nexgard)
S/N: 3/1/19",,,,,,2018,FLRN-FD-18-1770,,Yes,,,,,,,,2018-09-06,2018-12-08,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,93.0,Cola (2 shots),Black w/ White,,,"Black W, White",0.0,0.0,1.0,Mix,1.0
Mikey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13751789&key=Mqr6gy1W,Male,2 years,Pointer,Black & White,Walks alone not enough (needs running or playtime); good with cats; commitment to socialization,Yes,,,,,2018,FLRN-MD-18-1789,,Yes,,,,,,,,2016-11-01,2018-12-09,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,768.0,Mikey,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Wilson,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13798001&key=Mqr6gy1W,Male,10 months,"Heeler, Pointer",Black & White,Walks alone not enough (needs running or playtime); good with cats,Yes,,,,,2018,FLRN-MD-18-1810,,Yes,,,,,,,,2018-01-29,2018-12-09,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,314.0,Wilson,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Nicholas (2 shots),,Male,2 months,Shepherd,Tan w/ White,"Puppy Screen
S/N: 2/14/18",,,,,,2018,FLRN-MD-18-1791,,Yes,,,,,,,,2018-09-06,2018-12-09,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,,94.0,Nicholas (2 shots),Tan w/ White,,,"Tan W, White",0.0,0.0,1.0,Mix,1.0
Sabina,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13747299&key=Mqr6gy1W,Female,9 months,Labrador Retriever,Yellow,Walks alone not enough (needs running or playtime); good with kids; caution on apartments (howls),,Lived with,,,,2018,FLRN-FD-18-1804,,Yes,,,,,,,,2018-02-01,2018-12-09,,,,,yellow,0.0,1.0,0.0,0.0,1.0,,311.0,Sabina,Yellow,,,Yellow,0.0,0.0,1.0,,0.0
Henna (2 shots),,Female,2 months,Shepherd,Black & Tan,"Puppy Screen
S/N: 3/15/19",,,,,,2018,FLRN-FD-18-1780,,Yes,,,,,,,,2018-10-01,2018-12-09,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,,69.0,Henna (2 shots),Black & Tan,,,"Black, Tan",0.0,0.0,1.0,Mix,1.0
Allen,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13819148&key=Mqr6gy1W,Male,10 months,Shepherd,Brindle,Walks alone not enough (needs running or playtime); no cats,NO,,,,,2018,FLRN-MD-18-1760,,Yes,,,,,,,,2018-01-26,2018-12-09,,,,,brindle,0.0,1.0,0.0,0.0,0.0,,317.0,Allen,Brindle,,,Brindle,0.0,0.0,1.0,,0.0
Austin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13799804&key=Mqr6gy1W,Male,1 year,Labrador mix,Black,Walks alone not enough (needs running or playtime); no cats,NO,,,,,2018,FLRN-MD-18-1765,,Yes,,,,,,,,2017-11-26,2018-12-09,,,,,black,0.0,1.0,1.0,0.0,0.0,,378.0,Austin,Black,,,Black,0.0,0.0,1.0,,0.0
Laika,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13677743&key=Mqr6gy1W,Female,1 year,Labrador Retriever,Black & White,Walks alone not enough (needs running or playtime); lived with cats but barked (caution),Lived with / caution,,,,,2018,FLRN-FD-18-1785,,Yes,,,,,,,,2017-10-16,2018-12-09,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,419.0,Laika,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Sarah,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13089512&key=Mqr6gy1W,Female,2 years,Shepherd,Tan,Walks alone not enough (needs running and playtime); mouthy; no kids under 15,,No,,,,2018,SAPA-FD-18-0900,,Yes,,,,,,,,2016-05-25,2018-09-12,,,,,tan,0.0,1.0,0.0,0.0,1.0,,840.0,Sarah,Tan,,,Tan,0.0,0.0,1.0,,0.0
Kam,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=12755201&key=Mqr6gy1W,Male,2 years,Shepherd,Black/Tan,Walks alone not enough (needs playtime/stimulation); can be reactive on leash; commitment to training,,,,,,2018,FLRN-MD-18-0977,,Yes,,,,,,,,2016-02-22,2018-12-15,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,,1027.0,Kam,Black/Tan,,,"Black, Tan",0.0,0.0,1.0,Mix,1.0
Maddox,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13060735&key=Mqr6gy1W,Male,3,Cocker Spaniel,Cocker Spaniel,Walks alone not enough (needs running or playtime); caution on apartments (howls); lived with cats and kids,Yes,Yes,,,,2018,FLRN-MD-18-0820,,Yes,,,,,,,,2015-05-25,2018-12-14,,,,,cocker spaniel,0.0,1.0,0.0,0.0,0.0,,1299.0,Maddox,Cocker Spaniel,,,Cocker Spaniel,0.0,0.0,1.0,,0.0
Nadia (3 shots not 10 days past),,Female,2 months,Shepherd,White,"Puppy Screen
S/N: 2/14/18",,,,,,2018,FLRN-FD-18-1790,,Yes,,,,,,,,2018-09-06,2018-12-16,,,,,white,0.0,1.0,0.0,1.0,0.0,,101.0,Nadia (3 shots not 10 days past),White,,,White,0.0,0.0,1.0,,0.0
Oreo (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13670185&key=Mqr6gy1W,Female,3 years,"Husky, Shepherd",Tri-color,Walks alone not enough (needs running or playtime); Husky warning; HW treated 11/16/18; no cats; lived with kids,No,Yes,,,,2018,FLUR-FD-18-1660,,Yes,,,,,,,,2015-10-14,2018-12-15,,,,,tri-color,1.0,3.0,0.0,0.0,0.0,,1158.0,Oreo (HW),Tri-color,,,Tri-Color,0.0,0.0,1.0,,0.0
Puddin',https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13819223&key=Mqr6gy1W,Female,1 year,Labrador Retriever,Black & White,Walks alone not enough (needs running or playtime); high energy for smaller dog,,,,,,2018,MTHY-FD-18-1828,,Yes,,,,,,,,2017-11-24,2018-12-15,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,386.0,Puddin',Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Roberta,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13809210&key=Mqr6gy1W,Female,3 years,"Terrier, Chihuahua",Orange & White,Medium energy; 2nd dog required; no kids under 10,,No,,,,2018,FLRN-FD-18-1803,,REQUIRED,,,,,,,,2015-11-17,2018-12-16,,,,,"orange, white",1.0,2.0,0.0,1.0,0.0,,1125.0,Roberta,Orange & White,,,"Orange, White",0.0,0.0,1.0,Mix,1.0
Simpson (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13744907&key=Mqr6gy1W,Male,4 months,"Labrador Retriever, Basset Hound",Black & White,"Puppy Screen; Interested in cats; commitment to training (resource guards); no kids under 12
S/N: 2/15/19",Interested,No,,,,2018,FLRN-MD-18-1739,,Yes,,,,,,,,2018-08-16,2018-12-15,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,121.0,Simpson (3 shots),Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Uncle,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13826416&key=Mqr6gy1W,Male,5 months,Terrier,Orange w/ White,Walks alone not enough (needs running or playtime); 5 month old puppy; Bully Warning,,,,,,2018,FLRN-MD-18-1809,,Yes,,,,,,,,2018-06-30,2018-12-16,,,,,"orange, white",1.0,2.0,0.0,1.0,0.0,,169.0,Uncle,Orange w/ White,,,"Orange W, White",0.0,0.0,1.0,Mix,1.0
