LDAR Name,LDAR ID #,Reason for Return,Status,Behavior with Dogs,Behavior with Cats,Behavior with Kids,Behavior in Crate,Energy Level,Socialization / Daycare,Vetting,Preventatives Date,Date of Adoption,Trial Adoption,Has the animal been returned before?,Previous Return Information,Date of Returns Email Sent,Date of Returns Packet,Timeline for Return,Plan for Return,Return or Rehome/Surrender,Month Returned,year,Dog info,6 Month +,Year Adopted,Date Returned,Date Returns Packet Sent,Current Status,Link,Return Category,DOG/CAT,Trainer Eval Req,Other Info,Outcome,Plan for return?,Date of Contact,Primary Reason,Vet Rec Rec'd,Date Monthly Med,Vetting Needed
Bucca,FLRN-MD-18-1268,"Bucca (Duke) has bad separation anxiety and we both work all day causing a traumatic event for him every time we leave, so bad to the point where he gets not sleep at night because he is constantly walking to both sides of the bed to make sure we are both still in the room. in addition he has shown aggression towards Caroline when Taylor leaves the apartment. The aggression has begun to get worse as he is now lunging at my feet an heals when I (Caroline) walk. ",,,,,,,,,,2018-08-25 00:00:00,,,,2018-08-30 00:00:00,,,,,,2018,M/8MO/32lbs/LabMix,YES,2018.0,Returned - 9/2,2018-08-30 00:00:00,,,,Dog,,,,,,,,,
Hettie,FLRN-FD-18-1345,"Sep Anxiety, Doesn't do well with crates",,,,,,,,,,2018-08-24 00:00:00,,,,2018-08-31 00:00:00,,,,,,2018,F/2YO/14lbs/Puggle,YES,2018.0,Returned - 9/2,2018-08-31 00:00:00,,,,Dog,,,,,,,,,
Paisley,MTHY-FD-18-1264,Dogs not getting along,,,,,,,,,,2018-09-02 00:00:00,,,,2018-09-03 00:00:00,,,,,,2018,F/1YO/43lbs/Shep Mix,YES,2018.0,"Packet Submitted - 9/4
Returned - 9/6",2018-09-04 00:00:00,,,,Dog,,,,,,,,,
Conner,FLRN-MD-18-0129,Dog bit daughter,,,,,,,,,,2018-02-11 00:00:00,,,,2018-08-31 00:00:00,,,,,,2018,M/2.5YO/71lbs/Shep Miz,YES,2018.0,"Packet Submitted - 9/4
AIMING SUNDAY",2018-09-04 00:00:00,https://rover.luckydogdc.org/animal/flrn-md-18-0129/2226,,,Dog,,,,,,,,,
Cuervo,FLRN-MD-18-1270,"Not a good match, too high energy",,,,,,,,,,2018-09-08 00:00:00,,,,2018-09-13 00:00:00,,,,,,2018,M/2YO/60lbs/Lab,YES,2018.0,RETURNED - 9/15,2018-09-13 00:00:00,https://rover.luckydogdc.org/animal/flrn-md-18-1270/3441,,,Dog,,,,,,,,,
Luna,FLRN-FD-18-0981,Too much for the family dynamic (austic child),,,,,,,,,,2018-06-17 00:00:00,,,,2018-08-29 00:00:00,,,,,,2018,F/17weeks/40lbs/Lab,NO,2018.0,RETURNED - 9/16,2018-09-04 00:00:00,https://rover.luckydogdc.org/animal/flrn-fd-18-0981/3193,,,Dog,,,,,,,,,
Pendleton,FLRN-MD-18-0299,She doesn’t have time for Pendleton. nothing wrong with him,,,,,,,,,,,,,,,,,,,,2018,M/4YO/12lbs/Shihtzu,YES,2018.0,"Returned, ADOPTED",,,,,Dog,,,,,,,,,
Gerdy,FLRN-FD-18-1278,"Underestimated the investment of time, money and energy to give her a happy life.",,,,,,,,,,2018-08-11 00:00:00,,,,2018-09-11 00:00:00,,,,,,2018,F/12weeks/15lbs/Shep Mix,NO,2018.0,"Returned, ADOPTED",2018-09-15 00:00:00,https://rover.luckydogdc.org/animal/flrn-fd-18-1278/3507,,,Dog,,,,,,,,,
Fifa (TRIAL),PRCO-FD-18-1336,Not getting along with resident dog.,,,,,,,,,,,,,,,,,,,,2018,F/2YO/6lbs/Chi Mix,YES,2018.0,REHOME UNTIL ADOPTED,,https://rover.luckydogdc.org/animal/prco-fd-18-1336/3556,,,Dog,,,,,,,,,
Clifton,HERT-MD-18-1470,"Displaying aggressive behavior, growling and tried to bite us when we approach
",,,,,,,,,,2018-09-15 00:00:00,,,,2018-09-18 00:00:00,,,,,,2018,M/8YO/13lbs/Pom,YES,2018.0,RETURNED - 9/19,2018-09-20 00:00:00,https://rover.luckydogdc.org/animal/hert-md-18-1470/3664,,,Dog,,,,,,,,,
Lacey,SPTN-FD-14-0099,Allergies,,,,,,,,,,2014-03-01 00:00:00,,,,2018-08-17 00:00:00,,,,,,2018,F/5YO/33lbs/BorderCollie,YES,2014.0,RETURNED - 9/23,2018-09-10 00:00:00,,,,Dog,,,,,,,,,
Banjo (TRIAL),FLRN-MD-18-0893,Too big; trial adoption,,,,,,,,,,2018-09-08 00:00:00,,,,2018-09-17 00:00:00,,,,,,2018,M/1YO/84lbs/Mastiff Mix,YES,2018.0,RETURNED - 9/23,2018-09-20 00:00:00,,,,Dog,,,,,,,,,
Bandit (TRIAL),HERT-MD-18-1435,Separation anxiety,,,,,,,,,,2018-09-12 00:00:00,,,,2018-09-24 00:00:00,,,,,,2018,M/8YO/16lbs/ShihTzu,YES,2018.0,Returned - 9/29,,,https://rover.luckydogdc.org/animal/hert-md-18-1435/3652,,Dog,,,,,,,,,
Snowy,FLRN-MD-18-1324,"Not a good match, needs more exercise and socialization.  More than adopter can/will do",,,,,,,,,,2018-08-12 00:00:00,,,,2018-09-20 00:00:00,,,,,,2018,M/12weeks/18lbs/Lab mix,NO,2018.0,"Returned - 9/29
ADOPTED!",,,https://rover.luckydogdc.org/animal/flrn-md-18-1324/3544,,Dog,,,,,,,,,
Chewy,KAHS-MD-18-1338,"Chewy is dog aggressive on leash, and somewhat dog aggressive with our first dog; he needs a home where he can bond with his person or people, and would do best in a home where he is the only dog",,,,,,,,,,2018-09-18 00:00:00,,,,2018-09-28 00:00:00,,,,,,2018,M/2YO/47lbs/Terrier Mix,YES,2018.0,Returned - 10/4,,,https://rover.luckydogdc.org/animal/kahs-md-18-1338/3606,,Dog,,,,,,,,,
Nate,HERT-MD-18-1156,"Adopter has been diagnosed with a mental disorder and believes he and his family will no longer be the right fit for Nate, as he needs to focus on getting better himself. ",,,,,,,,,,2018-08-05 00:00:00,,,,2018-09-19 00:00:00,,,,,,2018,M/8MO/60lbs/Dane Mix,YES,2018.0,Returned  - 10/7,2018-10-04 00:00:00,,https://rover.luckydogdc.org/animal/hert-md-18-1156/3418,,Dog,,,,,,,,,
Shasta,FLRN-FD-18-1319,Adopters don't have time for a puppy ,,,,,,,,,,,,,,2018-08-18 00:00:00,,,,,,2018,F/15 weeks/20lbs/LabMix,NO,2018.0,ADOPTED,2018-10-07 00:00:00,2018-10-08 00:00:00,,,Dog,,,,,,,,,
Chinquipin,OTHR-FD-18-1500,Adopter wasn't ready for a second dog.,,,,,,,,,,,,,,,,,,,,2018,F/1YO/39lbs/SHEPMIX,YES,2018.0,ADOPTED,2018-10-09 00:00:00,,,,Dog,,,,,,,,,
Leena,FLRN-FD-18-1514,"Adopters claim she is too active/energetic. They consulted a trainer for her nipping/pulling, which
was determined to be playful rather than aggressive. They cannot provide her with the stimulation and training that
she requires.",,,,,,,,,,,,,,,,,,,,2018,F/2YRS/19lbs/FEISTMIX,YES,2018.0,ADOPTED,,,Sam,,Dog,,,,,,,,,
Skeeter,FLRN-FD-18-1464,Wife does not like having a dog in the house.,,,,,,,,,,,,,,2018-09-22 00:00:00,,,,,,2018,M/1YO/29lbs/Hound,YES,2018.0,Returned - 10/9,2018-10-05 00:00:00,2018-10-07 00:00:00,,,Dog,,,,,,,,,
Alaska,FLRN-FD-18-1442,"Vet and trainer determining her breed as a pitbull mix, not a shepherd mix",,,,,,,,,,,,,,,,,,,,2018,,NO,2018.0,Returned - 10/14,2018-10-10 00:00:00,,,,Dog,,,,,,,,,
Sarah,FLRN-FD-17-0574,Increasingly aggressive with our other older dog,,,,,,,,,,,,,,2017-04-01 00:00:00,,,,,,2018,F/1.5YO/65lbs/PitMix,YES,2017.0,Returned - 10/15,,2018-09-23 00:00:00,,,Dog,,,,,,,,,
Juniper,FLRN-MD-18-0771,"Adopter is undergoing health issues and isn't capable of caring for Juniper adequately. Juniper's
ongoing fear issues are a contributing factor, as well.",,,,,,,,,,,,,,,,,,,,2018,M/2YRS/50lbs/LABMIX,YES,2018.0,"RETURNED - 11/4
ADOPTED",2018-10-16 00:00:00,,,,Dog,,,,,,,,,
Lenore,KAHS-FD-18-1270,"Special needs dog (allergic to certain food), can't care for",,,,,,,,,,,,,,2018-10-27 00:00:00,,,,,,2018,F/2YO/53lbs/GreyhoundMix,YES,2018.0,RETURNED - 11/4,2018-11-01 00:00:00,,,,Dog,,,,,,,,,
Hobbs,FLRN-MD-18-1573,Dog is causing child anxietty,,,,,,,,,,2018-10-21 00:00:00,,,,2018-10-31 00:00:00,,,,,,2018,M/1YO/45lbs/LabMix,YES,2018.0,RETURNED - 11/4,2018-11-01 00:00:00,,https://rover.luckydogdc.org/animal/flrn-md-18-1573/3805,,Dog,,,,,,,,,
Buddy,GLTR-MD-15-1034,Can't get him house trained,,,,,,,,,,,,,,,,,,,,2018,M/3YO/90lbs/ShepMix,YES,2015.0,RETURNED - 11/11,,,,,Dog,,,,,,,,,
Fortune,FLRN-FD-18-1705,"Adopter couldn't manage dog, trail adoption returned before the end of trial",,,,,,,,,,,,,,,,,,,,2018,F/1YO/14lbs/MalteseMix,YES,2018.0,Returned - 11/13,,,https://rover.luckydogdc.org/animal/flrn-fd-18-1705/3942,,Dog,,,,,,,,,
Simpson,FLRN-MD-18-1739,Can't deal with a puppy,,,,,,,,,,,,,,,,,,,,2018,M/13Weeks/16lbs/LabMix,NO,2018.0,"Packet Submitted - 11/21
Return - Sunday - 11/25 @ Rockville",,,,,Dog,,,,,,,,,
Saldana,SAPA-FD-17-1139,Work and apartment change,,,,,,,,,,2018-08-07 00:00:00,,,,,,,,,,2018,F/1.5YO/50lbs/LabMix,YES,2017.0,"Packet Submitted - 11/22
RETURNED",,,https://rover.luckydogdc.org/animal/sapa-fd-17-1139/1501,,Dog,,,,,,,,,
"Squish
**By picture, the dog is Squeeze, need to scan microchip",FLRN-MD-18-1123,Too much energy for family to manage,,,,,,,,,,2018-07-01 00:00:00,,,,2018-11-10 00:00:00,,,,,,2018,M/6MO/26lbs/Puggle,NO,2018.0,"Packet Submitted - 11/19
Returned  11/28",2018-11-19 00:00:00,,https://rover.luckydogdc.org/animal/flrn-md-18-1123/3380,,Dog,,,,,,,,,
Maddox,FLRN-MD-18-0820,Says that the dog's howling is causing anxiety,,,,,,,,,,,,,,,,,,,,2018,M/3YO/31lbs/CockerMix,YES,2018.0,Returned - 12/4,,,https://rover.luckydogdc.org/animal/flrn-md-18-0820/3048,,Dog,,,,,,,,,
Kam,FLRN-MD-18-0977,"High energy dog, jumps on people and barks at dogs.  Needs more training and exercise, adopters not willing to.",,,,,,,,,,,,,,,,,,,,2018,M/2/52lbs/ShepMix,YES,2018.0,Returned -12/5,,,,,Dog,,,,,,,,,
Mia,KAHS-FD-18-1557,Some resource guarding and too much energy,,,,,,,,,,2018-10-04 00:00:00,,,,2018-11-10 00:00:00,,,,,,2018,F/5YO/16lbs/Pom Mix,YES,2018.0,Returned - 12/8,2018-11-29 00:00:00,,https://rover.luckydogdc.org/animal/kahs-fd-18-1557/3799,,Dog,,,,,,,,,
Wrangler,FLRN-MD-18-1651,He exhibted some aggression towards her daughter and they no longer want to keep him.  ,,,,,,,,,,2018-10-28 00:00:00,,,,,,,,,,2018,M/1YO/47lbs/RetrieverMix,YES,2018.0,"Returned - 12/9
ADOPTED",,,,,Dog,,,,,,,,,
Amy,PICK-FD-11-0168,"Can be reactive to small dogs, worried about unpredictable behavior with new child.",,,,,,,,,,,,,,,,,,,,2018,,YES,2011.0,"Survey Sent - 11/29
REHOME
Asking about the SPCA in CVILLE
RELEASED to work with SPCA",,,,,Dog,,,,,,,,,
Esther,PICK-FD-13-1105,New baby is allergic,,,,,,,,,,2013-11-01 00:00:00,,,,2018-10-26 00:00:00,,,,,,2018,F/5YO/68lbs/Husky Mix,YES,2013.0,"Returned - 12/9
ADOPTED",2018-12-03 00:00:00,,,,Dog,,,,,,,,,
Alma,FLRN-FD-18-1627,"Incident with Alma and other dog getting into a fight, bit sister in law",,,,,,,,,,2018-11-03 00:00:00,,,,2019-11-19 00:00:00,,,,,,2018,F/2YO/50lbs/ShepMix,YES,2018.0,Returned - 12/14,2019-11-20 00:00:00,,https://rover.luckydogdc.org/animal/flrn-fd-18-1627/3675,,Dog,,,,,,,,,
Peanut,HERT-FD-18-1437,Separation anxiety and aggression.,,,,,,,,,,,,,,,,,,,,2018,F/3YO/31lbs/Terrier,YES,2018.0,Returned - 12/16,,,,,Dog,,,,,,,,,
Jackstraw,FLRN-MD-18-1706,"Not getting along with current dog, needs more exercise than adopter is able to provide.",,,,,,,,,,,,,,,,,,,,2018,M/6MO/22lbs/TerrierMix,NO,2018.0,"Packet Submitted - 12/10
REHOME
ADOPTED",,,,,Dog,,,,,,,,,
Shira,FLRN-FD-18-1868,Shira is aggressive with resident dog,,,,,,,,,,2018-12-16 00:00:00,,,,2018-12-17 00:00:00,,,,,,2018,F/4YO/45lbs/ShepMix,YES,2018.0,"RETURNED - 12/18
ADOPTED",,,,,Dog,,,,,,,,,
Mona,FLRN-FD-18-1858,"Adopter is allergic, rehoming to parents",,,,,,,,,,,,,,,,,,,,2018,,NO,2018.0,"Rehomed to Parents
ADOPTED!",,,,,Dog,,,,,,,,,
Eddie,KINS-MD-11-1301,Son is allergic,,,,,,,,,,2011,,,,2018-11-07 00:00:00,,,,,,2018,M/8YO/45lbs/AussieMix,YES,2011.0,"Rehomed
ADOPTED!",,,,,Dog,,,,,,,,,
Barley,FLRN-MD-16-0510,"not a good fit, resource guarding, not enough exercise",,,,,,,,,,2016-05-01 00:00:00,,,,2016-12-20 00:00:00,,,,Return,JAN,2017,M/9mths/27lbs/Beagle Mix,YES,2016.0,,2016-12-27 00:00:00,at Wagtime as of 1/9/2017,,,Dog,,,,,,,,,
Brando,MTHY-MD-16-0965,claim daughter is allergic,,,,,,,,,,2016-09-01 00:00:00,,,,2016-12-21 00:00:00,,,,RETURN,JAN,2017,M/1yr/27lbs/Lab Mix,YES,2016.0,,2016-12-28 00:00:00,12/28 - Adopter keeping dog until rehomed,,,DOG,,,,,,,,,
Katie,HERT-FD-16-1145,Bit mother. ,,,,,,,,,,2016-11-20 00:00:00,,,,2016-12-19 00:00:00,,,,RETURN,JAN,2017,F/18mo/35lbs/Shep Mix,YES,2016.0,,2016-12-22 00:00:00,Returned 1/8,,,DOG,,,,,,,,,
Carra,HERT-FD-16-0554,Family mental health issues and cost. ,,,,,,,,,,2016-05-30 00:00:00,,,,2016-12-04 00:00:00,,,,RETURN,JAN,2017,F/10mo/35lbs/Vizsla Mix,YES,2016.0,,,"Recieved survey, pending med records
12/15 - Followed up with returning adopter re vet records
12/28 - recieved note re med records, should receive fax
Mirah approved fee waiver to family member, pending response from Ali on finalization of new adoption
1/12 - New adopters sending in contract (Sister in Law of original adopter)",,,DOG,,,,,,,,,
Todd,FLRN-MD-16-0481,Aggressive Unpredictable Behaviors. ,,,,,,,,,,2016-05-01 00:00:00,,,,2016-12-28 00:00:00,,,,RETURN,JAN,2017, 	M/2yrs/17lbs/Shihtzu Mix,YES,2016.0,,2017-01-12 00:00:00,"waiting on returns plan
",,,DOG,,,,,,,,,
Murdoch,,dog escapes from yard and runs away,,,,,,,,,,2016-12-18 00:00:00,,,,2017-01-21 00:00:00,,,,RETURN,JAN,2017,M/20mths/40lbs/Beagle Shep Mix,YES,2016.0,,2017-01-21 00:00:00,Quick turnaround return. Slated for 1/22,,,DOG,,,,,,,,,
Bertha (Trial),MTHY-FD-17-0018,,,,,,,,,,,,,,,2017-01-24 00:00:00,,,,RETURN,JAN,2017,,YES,2017.0,,2017-01-31 00:00:00,Returns Survey sent,,,DOG,,,,,,,,,
Carlie,FRKN-FD-17-0101,Not getting along with another dog,,,,,,,,,,2017-01-22 00:00:00,,,,2017-01-24 00:00:00,,,,RETURN,JAN,2017,F/4mo/20lbs/Collie Mix,NO,2017.0,,2017-01-26 00:00:00,"1/24 - Returns sent
",,,DOG,,,,,,,,,
Ella (Trial),FLRN-FD-17-0077,"Aggression / protective, growls",,,,,,,,,,2017-01-21 00:00:00,,,,2017-01-30 00:00:00,,,,RETURN,JAN,2017,F/10mo/29lbs/Border Collie Mix,YES,2017.0,,2017-02-02 00:00:00,"1/31 - Returns email sent
2/3 - Return scheduled for Sunday 2/4",,,DOG,,,,,,,,,
Robbie,PICK-MD-13-0966,"Living arangements changed.  
***Recommend DNA***",,,,,,,,,,2013-09-01 00:00:00,,,,2016-12-22 00:00:00,,,,RETURN,JAN,2017,M/8YO/10lbs/Min Pin Mix,YES,2013.0,,2017-02-03 00:00:00,"Returns survey Sent - 12/22/201/16
Follow Up - 1/3/2017
Repsonses sent, not up to date on vetting - 1/14/16
pending review of draft email from mirah
Send email on vetting - 1/15 and follow up on 1/19
2/2 - Received email about dropping at pound, coordinated a med update and drop off for Sunday, no response",,,DOG,,,,,,,,,
Sugar,MTHY-FD-16-0969,Challenges integrating with current dog and cat.  Claims aggression to kids but the description doesn't sound like aggression.,,,,,,,,,,2016-09-01 00:00:00,,,,2017-02-11 00:00:00,,,,RETURN,JAN,2017,F/1YO/35lbs/Lab Mix,YES,2016.0,,2017-02-15 00:00:00,"2/12 - Recieved survey response, pending vetting
2/13- Vet records recieved, need update on Bord
2/15 - Updated vet reocrds
Return scheduled for 2/19 at event",,,DOG,,,,,,,,,
Matilda,FLRN-FD-16-0182,Too much energy,,,,,,,,,,2016-02-20 00:00:00,,,,2017-02-11 00:00:00,,,,RETURN,FEB,2017,F/2YO/26lbs/Terrier Mix,YES,2016.0,,2017-02-15 00:00:00,"2/12 - Recieved survey response, pending vetting
2/15 - Vet records received
Will attend events with dog until adopted",,,DOG,,,,,,,,,
Lolly,MTHY-FD-17-0184,"Barking, will not do training or help integrate.",,,,,,,,,,2017-02-13 00:00:00,,,,2017-02-17 00:00:00,,,,RETURN,FEB,2017,F/1 YO/31lbs/Beagle Mix,YES,2017.0,,2017-02-18 00:00:00,"2/17 - Recieved survey and vet records
Return scheduled for 2/19 at event",,,DOG,,,,,,,,,
Lord Nelson,FLRN-MD-17-0143,Daughter is scared of dog,,,,,,,,,,2017-02-05 00:00:00,,,,2017-02-18 00:00:00,,,,RETURN,FEB,2017,M/3 YO/25lbs/Beagle Mix,YES,2017.0,,2017-02-18 00:00:00,"2/18 - Returns email sent
2/18 - Vet records recieved, sent packet, pending return scheduling",,,DOG,,,,,,,,,
Sable,FLRN-FD-16-0044,Anxiety,,,,,,,,,,2017-02-04 00:00:00,,,,2017-02-18 00:00:00,,,,RETURN,FEB,2017,F/3 YO/59 lbs/Shep Mix,YES,2017.0,,2017-02-20 00:00:00,"2/19 - returns email recieved
2/20- vet records recieved
2/21 - Return to WT at 2 pm on 2/22",,,DOG,,,,,,,,,
Jessica,MTHY-FD-17-0182,Stated aggression with other dog and mouthy with kids,,,,,,,,,,2017-02-28 00:00:00,,,,2017-03-02 00:00:00,,,,RETURN,FEB,2017,F/3 MO/18lbs/Boxer Mix,NO,2017.0,,2017-03-02 00:00:00,"3/1- notified of potential return, KN responded to adopter
3/2 - returned to former foster",,,DOG,,,,,,,,,
Reba,PICK-FD-11-0641,Significant increase in work travel and moving (downsizing to condo) ,,,,,,,,,,2011-07-01 00:00:00,,,,2017-02-17 00:00:00,,,,RETURN,MARCH,2017,F/6 YO/55lbs/Red Coon Mix,YES,2011.0,,2017-02-22 00:00:00,2/21 - returns email and vet records recieved; emailed clarification on the rehome response,,,DOG,,,,,,,,,
Khaki,FLRN-MD-13-0602,Building will not allow him to stay,,,,,,,,,,2015-03-27 00:00:00,,,,2017-02-21 00:00:00,,,,RETURN,MARCH,2017,M/5 YO/60lbs/Lab Mix,YES,2015.0,,2017-03-01 00:00:00,"2/21 - returns email from August recieved, pending vet records
2/23 -Vet records, out of date for bord
3/1 - Update vet records
3/2 - Sent email re trial at WT
3/5-Retrun scheduled",,,DOG,,,,,,,,,
Rizzo,FLRN-FD-17-0210,"Dog needs surgery on left leg/hip and is too scared to let female adopter approach her
",,,,,,,,,,2017-02-18 00:00:00,,,,2017-03-01 00:00:00,,,,RETURN,MARCH,2017,F/11 MO/12lbs/Terrier Mix,YES,2017.0,,2017-03-03 00:00:00,"2/21 - Notified of need to return (TRIAL)
3/1 - recieved information, pending vet records from Banfield
3/5-Return scheduled",,,DOG,,,,,,,,,
Pepo,PRCO-MD-16-1378,"Family emergency, leaving indefinitely",,,,,,,,,,2017-01-01 00:00:00,,,,2017-03-06 00:00:00,,,,RETURN,MARCH,2017,M/2 YO/35 lbs/Shep Mix,YES,2017.0,,2017-03-07 00:00:00,"3/6 - received survey, need update on vet records
3/7 - Updated vet records received
Return set 3/11, 11:30 am at Dogma",,,DOG,,,,,,,,,
Maria,FLRN-FD-17-0294,Claiming food aggression,,,,,,,,,,2017-03-08 00:00:00,,,,2017-03-11 00:00:00,,,,RETURN,MARCH,2017,F/11 Weeks/24lbs/Lab Mix,NO,2017.0,,2017-03-11 00:00:00,"3/11 - recieved urgent returns message, sent survey, received info back",,,DOG,,,,,,,,,
Dora,PRCO-FD-17-0228,Life changing event,,,,,,,,,,2017-02-25 00:00:00,,,,2017-03-04 00:00:00,,,,RETURN,MARCH,2017,F/2 YO/18lbs/Dachshund mix,YES,2017.0,,2017-03-08 00:00:00,"3/4 - Received completed survey and pictures, waiting on vet records
3/7 - Recieved vet records, need LDAR vet records
Return set 3/12, 10 am at GT Petco",,,DOG,,,,,,,,,
Chelsea (Trial),FLRN-FD-17-0283,Dogs not getting along,,,,,,,,,,2017-03-04 00:00:00,,,,2017-03-09 00:00:00,,,,RETURN,MARCH,2017,F/1 YO/31 lbs/Sheepdog Mix,YES,2017.0,,2017-03-13 00:00:00,3/9 - returns survey sent,,,DOG,,,,,,,,,
Bryson,FLRN-MD-17-0281,Too much energy,,,,,,,,,,2017-03-12 00:00:00,,,,2017-03-15 00:00:00,,,,RETURN,MARCH,2017,M/3 YO/35lbs/Hound Mix,YES,2017.0,,2017-03-16 00:00:00,3/15 - Survey sent and returned,,,DOG,,,,,,,,,
Happy ,HERT-MD-16-1218,"Having a kid, can't possibly have a dog
***DNA***",,,,,,,,,,,,,,2016-01-14 00:00:00,,,,RETURN,MARCH,2017,,YES,2016.0,,Transfer Ownership,"Returns Survey Sent
Potentially want brother to adopt
1/20 - Received application, megan screened, not a good fit, draft response pending mirah review
Pending contract from brother who wants to adopt",,,DOG,,,,,,,,,
Gwen,KINS-FD-17-0336,"Lost job, too much responsibility",,,,,,,,,,2017-03-19 00:00:00,,,,2017-03-23 00:00:00,,,,RETURN,MARCH,2017,F/1 YO/40lbs/Collie Mix,YES,2017.0,,2017-03-24 00:00:00,"3/23 - Returns email sent
3/23 - Received information
3/24 - submitted survey",,,DOG,,,,,,,,,
Moose,KINS-MD-16-0159,High levels of anxiety,,,,,,,,,,2016-02-01 00:00:00,,,,2017-03-16 00:00:00,,,,RETURN,MARCH,2017,M/2 YO/73lbs/Shep Mix,YES,2016.0,,2017-03-16 00:00:00,"3/16 - Survey sent and basic vet records returned
3/23 - Passed Wagtime test",,,DOG,,,,,,,,,
Jackson,FLRN-MD-17-0289,"Can't provide the care needed, financial burden",,,,,,,,,,,,,,2017-03-18 00:00:00,,,,RETURN,MARCH,2017,M/1 YO/43lbs/Shep Mix,YES,2017.0,,2017-03-21 00:00:00,3/18 - Survey sent,,,DOG,,,,,,,,,
Aggie,FLRN-FD-16-0802,"Barking, loud",,,,,,,,,,2016-07-26 00:00:00,,,,2017-03-10 00:00:00,,,,RETURN,APRIL,2017,F/10MO/23lbs/Beagle Terrier Mix,NO,2016.0,,2017-03-28 00:00:00,"3/11 - called to confirm email receipt, mailbox is full
3/13 - followed up via email
3/23 - No response
3/28 - Received everything needed, missing one shot, email to Mirah on next steps, think everything is actually up to date",,,DOG,,,,,,,,,
Jill,FLRN-FD-16-1100,Does not get along with current dog or children.,,,,,,,,,,2016-10-01 00:00:00,,,,2017-03-24 00:00:00,,,,RETURN,APRIL,2017,F/1YO/30lbs/Boxer-Pitt Mix,NO,2016.0,,2017-03-28 00:00:00,"3/27 - Recieved vet records and survey
3/27 - Asked date of flea/tick",,,DOG,,,,,,,,,
Storm,OTHR-FD-16-1238,Having another child and can't care for Storm,,,,,,,,,,2016-12-01 00:00:00,,,,2017-03-27 00:00:00,,,,RETURN,APRIL,2017,F/10M/49lbs/Shep Mix,NO,2016.0,,2017-03-28 00:00:00,3/27 - Reached out for return / started return,,,DOG,,,,,,,,,
Georgie,MMRQ-FD-17-0333,Aggressive towards husband and other dogs,,,,,,,,,,2017-03-26 00:00:00,,,,2017-03-28 00:00:00,,,,RETURN,APRIL,2017,F/7YO/20lbs/Shih Tzu Mix,NO,2017.0,,2017-04-02 00:00:00,"3/28 - Recieved request and started return, recieved survey and pictures, waiting on vet records",,,DOG,,,,,,,,,
Buck,FRKN-MD-17-0406,"Sep Anxiety and dominant, needs training, not willing to do.",,,,,,,,,,2017-04-16 00:00:00,,,,2017-04-19 00:00:00,,,,RETURN,APRIL,2017,M/5YO/53lbs/LabBeagle,NO,2017.0,,2017-04-20 00:00:00,4/18 - Reached out to Liz K,,,DOG,,,,,,,,,
Fluffy,FLRN-MD-17-0134,Moving and Life Changes,,,,,,,,,,,,,,2017-04-14 00:00:00,,,,RETURN,APRIL,2017,M/4 MO/35lbs/Aussie Mix,YES,2017.0,,2017-04-17 00:00:00,"4/13 - Reached out, Steph to follow up",,,DOG,,,,,,,,,
Lomax,MTHY-MD-17-0222,,,,,,,,,,,,,,,,,,,RETURN,APRIL,2017,M/4YO/55lbs/Shep Mix,NO,2017.0,,Transfer Ownership,"4/7 - Survey has not been sent, pending trainer evaluation.  May be rehomed at parents.",,,DOG,,,,,,,,,
Wanda,FLRN-FD-17-0215,Not a good fit,,,,,,,,,,2017-02-19 00:00:00,,,,2017-03-27 00:00:00,,,,RETURN,MAY,2017,F/10MO/40lbs/Lab Mix,NO,2017.0,,2107-04-01 00:00:00,"3/26 - Initiated return
3/29 - Survey response, waiting for vet records",,,DOG,,,,,,,,,
Herman,FLRN-MD-16-0576,Seperation Anxiety AND is dog reactive,,,,,,,,,,2016-06-01 00:00:00,,,,2017-03-26 00:00:00,,,,RETURN,MAY,2017,M/2YO/40lbs/LabsShep Mix,NO,2016.0,,2017-03-27 00:00:00,"3/19 - Recieved notice on behavioral assessment, pending Arielle
3/26 - Sent returns survey",,,DOG,,,,,,,,,
Walton,FLRN-MD-17-0091,Kids are allergic,,,,,,,,,,2017-01-01 00:00:00,,,,2017-04-29 00:00:00,,,,RETURN,MAY,2017,M/5MO/30lbs/BulldogMix,YES,2017.0,,2017-05-01 00:00:00,"4/28 - Called office
4/29 - Returns email sent
5/5 - Wagtime trial",,,DOG,,,,,,,,,
Coco,FLRN-FD-17-0131,unable to provide exercise and attention dog requires,,,,,,,,,,2017-02-05 00:00:00,,,,2017-04-24 00:00:00,,,,RETURN,MAY,2017,F/3YO/40lbs/TerrierLabMix,NO,2017.0,,2017-04-25 00:00:00,"4/24 - sent survey, received information and vet records",,,DOG,,,,,,,,,
Lemon Drop,FLRN-FD-16-0924,"Extremely anxious, can be aggressive to new people, lots of energy",,,,,,,,,,2017-04-07 00:00:00,,,,2017-04-05 00:00:00,,,,RETURN,MAY,2017,F/1.5YO/36lbs/Dox Mix,NO,2017.0,,2017-04-14 00:00:00,4/5 - Notified of intent to return,,,DOG,,,,,,,,,
Quincey,OTHR-FD-17-0277,Unsuitable living conditions for her,,,,,,,,,,2017-03-01 00:00:00,,,,2017-05-17 00:00:00,,,,RETURN,MAY,2017,F/2YO/60lbs/ShepHuskeyMix,NO,2017.0,,"5/19/2017
Pending Wagtime 5/29","5/17 - Contacted, Arielle talked to her
5/18 - Received responses and vet records",,,DOG,,,,,,,,,
