DOG NAME,LINK,SEX,AGE,WEIGHT,BREED MIXES,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,KIDS2,month,year,Column3,Column4,Column5,Column6,Column7,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,HW,FT,C,ALTERED,Column1,Dog Name,Column2,ID,TRANSPORT DATE,Date of Birth,Adopted On,MIX,AGE MEASURE,SECONDARY BREED,SPAYED/NEUTERED
Kevin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16741714&key=Mqr6gy1W,Male,5 months,17.00lbs,Shepherd,Brown,YES,,,"5/3/21 - Shattered left femur with abscess, amputated left leg pending culture results on the abscess. Treating with Rimadyl and Clavamox x 2 weeks and Gabapentin and Trazodone x 3.5 weeks. Culture negative. 

CRITICAL CARE",,May,2021,,,,,,COMPLETED,Older puppy screen,,,2021-04-19 00:00:00,2021-04-19 00:00:00,,Altered,,,,BCAF-MD-21-0828,2021-04-30 00:00:00,2020-11-28,,,,,
Lena,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16699518&key=Mqr6gy1W,Female,8-9 months,10.00lbs,Chihuahua,Black,YES,,NO,,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); no kids under 12 due to breed,,,,,,Altered,,,,CTXR-FD-21-0749,2021-04-16 00:00:00,2020-08-12,2021-05-16,,,,
Lucas,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16680736&key=Mqr6gy1W,Male,2 months,11.00lbs,Labrador Retriever,Grey,YES,,,S/N: 7/21/2021,,May,2021,,,,,,COMPLETED,Puppy Screen; bully warning,WARNING,,2021-04-05 00:00:00,2021-04-08 00:00:00,,Unaltered,,,,FLRN-MD-21-0667,2021-04-08 00:00:00,2021-01-24,2021-05-16,,,,
Nadia (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16720730&key=Mqr6gy1W,Female,4 months,13.00lbs,Doberman,Black & Tan,YES,,,S/N: 6/21/21,,May,2021,,,,,,COMPLETED,Puppy Screen,,,2021-04-14 00:00:00,2021-04-01 00:00:00,,Unaltered,,,,LACS-FD-21-0775,2021-04-24 00:00:00,2020-12-20,2021-05-15,,,,
October (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16741777&key=Mqr6gy1W,Female,9 weeks,10.00lbs,Shepherd/beagle mix,Tri-Color,YES,,,S/N: 8/21/2021,,May,2021,,,,,,COMPLETED,Puppy Screen; caution on apartments due to breed,,,2021-04-15 00:00:00,2021-05-01 00:00:00,,Unaltered,,,,FLRN-FD-21-0877,2021-05-01 00:00:00,2021-02-24,2021-05-16,,,,
Olga (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16741768&key=Mqr6gy1W,Female,9 weeks,10.00lbs,Shepherd/beagle mix,Tan,YES,,,S/N: 8/21/2021,,May,2021,,,,,,COMPLETED,Puppy Screen; caution on apartments due to breed,,,2021-04-15 00:00:00,2021-05-01 00:00:00,,Unaltered,,,,FLRN-FD-21-0878,2021-05-01 00:00:00,2021-02-24,2021-05-16,,,,
Oshie (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16741771&key=Mqr6gy1W,Female,9 weeks,10.00lbs,Shepherd/beagle mix,Fawn & White,YES,,,S/N: 8/21/2021,,May,2021,,,,,,COMPLETED,Puppy Screen; caution on apartments due to breed,,,2021-04-15 00:00:00,2021-05-01 00:00:00,,Unaltered,,,,FLRN-FD-21-0879,2021-05-01 00:00:00,2021-02-24,2021-05-16,,,,
Queenie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16614068&key=Mqr6gy1W,Female,2 years,45.00lbs,Labrador Retriever,Black,YES,,,"HW treated 3/22; 5/12/21 Itching badly tried medicated shampoo that made things worse, switching to Benadryl x 1 week ",,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); HW treated,,,2021-04-06 00:00:00,2021-04-10 00:00:00,,Altered,,,,FLRN-FD-21-0691,2021-04-10 00:00:00,2019-03-10,2021-05-16,,,,
Taila,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16702233&key=Mqr6gy1W,Female,1 years,47.00lbs,Mountain Cur,Fawn,REQUIRED,,NO,,,May,2021,,,,,,COMPLETED,"Walks alone not enough (needs running or playtime); 2nd dog required, no kids under 12 due to shyness",,,,,,Altered,,,,GKPR-FD-21-0753,2021-04-17 00:00:00,2019-07-18,2021-05-16,,,,
Cooper (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16682824&key=Mqr6gy1W,Male,2 years,45.00lbs,Border Collie,Black & White,Yes,,,HW treated 5/3,,May,2021,,,,,,COMPLETED,New this week; ,,,,,,,,,,FLRN-MD-21-0912,,2019-04-04,2021-05-15,,,,
Hattie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16776540&key=Mqr6gy1W,Female,1-2 years,20.00lbs,Beagle,Tri-color,Yes,,,,,May,2021,,,,,,COMPLETED,New this week; Caution on apartments due to breed,,,,,,,,,,FLRN-FD-21-0918,,2020-05-11,2021-05-15,,,,
Kathy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16181166&key=Mqr6gy1W,Female,4 years,8.00lbs,Terrier,Fawn,Yes,,,demodex,,May,2021,,,,,,COMPLETED,New this week,,,,,,,,,,FLRN-FD-21-0923,,2017-05-08,2021-05-15,,,,
Mango (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16772703&key=Mqr6gy1W,Male,1 months,8.00lbs,Basset Hound,Fawn,Yes,,,S/N: 9/16/2021,,May,2021,,,,,,COMPLETED,New this week; puppy screen,,,,,,,,,,FLRN-MD-21-0931,,2021-03-16,2021-05-16,,,,
Mini Moose (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16772706&key=Mqr6gy1W,Male,1 months,8.00lbs,Basset Hound,Fawn,Yes,,,S/N: 9/16/2021,,May,2021,,,,,,COMPLETED,New this week; puppy screen,,,,,,,,,,FLRN-MD-21-0932,,2021-03-16,2021-05-16,,,,
Norma Jean,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13542393&key=Mqr6gy1W,Female,6 years,6.00lbs,Yorkie,Black with Tan,,,,Poor girl had all her teeth pulled but it slows her down none,,May,2021,,,,,,COMPLETED,New this week; good with small dogs but barks like crazy at big dogs; super sweet girl,,,,,,,,,,FLRN-FD-21-0933,,2015-05-10,2021-05-15,,,,
Omaha (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16771279&key=Mqr6gy1W,Male,2 years,45.00lbs,Labrador Retriever,Brown (chocolate),,,,,,May,2021,,,,,,COMPLETED,New this week; ,,,,,,,,,,FLRN-MD-21-0934,,2019-05-13,2021-05-16,,,,
Otis,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16770208&key=Mqr6gy1W,Male,1 years,30.00lbs,Shepherd / Basenji Mix,Brown & White,Yes,,,,,May,2021,,,,,,COMPLETED,New this week,,,,,,,,,,FLRN-MD-21-0935,,2020-05-08,2021-05-15,,,,
William (1 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16761368&key=Mqr6gy1W,Male,5 months,18.00lbs,Labrador Retriever,Black & White,Yes,,,Vaccines 4/23 ,,May,2021,,,,,,COMPLETED,New this week; older puppy screen,,,,,,Yes,,,,FLRN-MD-21-0942,,2020-12-10,2021-05-15,,,,
Doug E,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16775710&key=Mqr6gy1W,Male,DOB: 3/26/21,,Beagle,,YES,,,,,May,2021,,,,,,COMPLETED,Puppy screen; born in care; caution on apartments due to breed,,,,,,,,,,FLRN-MD-21-0752,,2021-03-26,2021-05-16,,,,
Lisa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16680739&key=Mqr6gy1W,Female,2 months,10.00lbs,Labrador Retriever,Black,YES,,,S/N: 7/21/2021,,May,2021,,,,,,COMPLETED,Puppy Screen; bully warning,WARNING,,2021-04-05 00:00:00,2021-04-08 00:00:00,,Unaltered,,,,FLRN-FD-21-0665,2021-04-08 00:00:00,2021-01-24,2021-05-16,,,,
Spring Forsythia (2 shots),,Female,7 weeks,8.00lbs,Australian Shepherd,,,,,,,May,2021,,,,,,COMPLETED,,,,,,,,,,,FLRN-FD-21-0977,,2021-03-24,2021-05-16,,,,
Lovey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16770210&key=Mqr6gy1W,Female,8 months,30.00lbs,Shepherd,Tri-color,YES,,,,,May,2021,,,,,,ADOPTED (TRIAL),Walks alone not enough (needs running or playtime); ,,,,,,Altered,,,,FLRN-FD-21-0925,2021-05-15 00:00:00,2020-09-08,2021-05-15,,,,
Archer,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16203588&key=Mqr6gy1W,Male,2 years,55.00lbs,Shepherd,Tri-color,YES,,CAUTION,,,May,2021,,,,,,ADOPTION APPROVED,Walks alone not enough (needs running or playtime); HIGH energy; Caution on kids under 12 due to snapping accident,,"Non-stop playing; very active and high energy -- doing well becausae he has a resident dog to play with but will need an equally playful dog or dog parks every day; 
Foster flagged that there have three incidents in the home of concern: 1. Around thanksgiving, family came over and Archer was behind a gate and he barked/growled at the people entering the home and when they reached over; he was able to meet them later on, attached to a leash 2. Was barking / jumping at the dog park towards other dogs -- foster thought it was agression so she left, but Ashley thinks (based on the body language described) it was either refereeing or an attempt to play cut short. 3. When the foster and Archer were sleeping on the couch, the foster woke up and startle Archer who snapped at the foster and got his chin - everyone was okay and Archer wasn't feeling well when this happened but is now on a caution on kids to be safe!! 

Brought back to LDAR due to ncreasingly leash reactive over the past couple of weeks. He recently knocked a man over when they came out of the elevator and wouldn't stop barking until they were back inside Ian's apartment. Archer does the same thing when encountering dogs on walks or around the building (barking and lunging, impossible to get him to refocus).

Exercise by foster -- 4 walks a day, leash training for 20 min, dog park 2x a week; ",2021-01-15 00:00:00,2021-01-15 00:00:00,,Altered,,,,FLRN-MD-20-3117,2020-10-04 00:00:00,2018-11-01,,,,,
Ezra (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16729069&key=Mqr6gy1W,Male,2-3 years,14.00lbs,Chihuahua,Black & Tan,YES,,NO,HW treated 5/6,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); HW Treated; no kids under 12 due to breed,,,2021-04-21 00:00:00,2021-05-15 00:00:00,,Altered,,,,FLRN-MD-21-0916,2021-05-15 00:00:00,2018-04-23,2021-05-19,,,,
Jar Jar (3 shots) ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16746981&key=Mqr6gy1W,Male,4.5 months (A/O 4/26),17.60lbs,Shepherd,Black/Tan,YES,,,Treated for sarcoptic mange; street rescue ,,May,2021,,,,,,COMPLETED,Puppy Screen,,,2021-04-26 00:00:00,2021-04-26 00:00:00,,Altered,,,,PRCO-MD-21-0894,2021-05-11 00:00:00,2020-12-14,2021-05-20,,,,
Jazz (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16746982&key=Mqr6gy1W,Male,4.5 months (A/O 4/26),22.00lbs,Shepherd,Black/Tan,YES,,,Treated for sarcoptic mange; street rescue ,,May,2021,,,,,,COMPLETED,Puppy Screen,,,2021-04-26 00:00:00,2021-04-26 00:00:00,,Altered,,,,PRCO-MD-21-0896,2021-05-11 00:00:00,2020-12-14,,,,,
Nettie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16573627&key=Mqr6gy1W,Female,2 years,45.00lbs,Pointer,Brown & White,YES,,,HW treated 3/30,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); HW treated,,,2021-03-15 00:00:00,2021-04-10 00:00:00,,Altered,,,,FLRN-FD-21-0687,2021-04-10 00:00:00,2019-02-25,2021-05-19,,,,
Spring Apple (2 shots),,Male,7 weeks,7.00lbs,Australian Shepherd,,YES,,,S/N: 9/24/21,,May,2021,,,,,,COMPLETED,Puppy screen,,,2021-05-01 00:00:00,2021-05-15 00:00:00,,Unaltered,,,,FLRN-MD-21-0973,2021-05-15 00:00:00,2021-03-24,2021-05-20,,,,
Zary,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16748411&key=Mqr6gy1W,Female,1-2 years,16.80lbs,Jack Russell Terrier,White,Yes,,,,,May,2021,,,,,,COMPLETED,New this week,,,,,,,,,,PRCO-FD-21-0920,,,,,,,
Gary (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16744962&key=Mqr6gy1W,Male,2 months,12.00lbs,Terrier / Shepherd Mix,Black & White,Yes,,,S/N: 8/20/21,,May,2021,,,,,,COMPLETED,Puppy screen,,,,,,Unaltered,,,,MAWF-MD-21-0849,2021-05-07 00:00:00,2021-02-20,2021-05-20,,,,
Spring Dogwood (2 shots),,Male,7 weeks,7.00lbs,Australian Shepherd,,YES,,,S/N: 9/24/21,,May,2021,,,,,,COMPLETED,Puppy screen,,,2021-05-01 00:00:00,2021-05-15 00:00:00,,Unaltered,,,,FLRN-MD-21-0975,2021-05-15 00:00:00,2021-03-24,,,,,
Henry (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16764304&key=Mqr6gy1W,Male,4 months,27.00lbs,Labrador Retriever,Black & White,Yes,,,,,May,2021,,,,,,COMPLETED,New this week; puppy screen,,,,,,,,,,MAWF-FD-21-0994,,,,,,,
Bunny,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16730211&key=Mqr6gy1W,Female,2 years,55.00lbs,Labrador Retriever / Border Collie Mix,Black & White,YES,,,5/3 - URI treated with Doxycycline x 7 days,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); ,,,2021-05-01 00:00:00,2021-05-01 00:00:00,,Altered,,,,FLRN-FD-21-0847,2021-05-01 00:00:00,2019-04-23,2021-05-22,,,,
Collins (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16712164&key=Mqr6gy1W,Male,3 years,62.00lbs,Flat-coated Retriever,Black,YES,,,HW treated 5/4,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); HW Treated,,,2021-05-01 00:00:00,2021-05-15 00:00:00,,Altered,,,,FLRN-MD-21-0911,2021-05-15 00:00:00,2018-04-17,2021-05-22,,,,
Dexter,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16652768&key=Mqr6gy1W,Male,1 years,31.00lbs,Labrador Retriever,White & Black,YES,,YES,5/10/21 - Eye infection being treated with Tobramycin x 7 days ,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); good with kids,,,,,,,,,,ASSC-MD-21-0588,,2020-03-24,2021-05-22,,,,
Frenchie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16781311&key=Mqr6gy1W,Female,6 months,25.00lbs,Labrador Retriever,Black & White,YES,,,,,May,2021,,,,,,COMPLETED,Older puppy screen,,,2021-05-01 00:00:00,2021-05-15 00:00:00,,Altered,,,,FLRN-FD-21-0917,2021-05-15 00:00:00,2020-11-11,2021-05-22,,,,
Macy (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16772693&key=Mqr6gy1W,Female,1 months,5.00lbs,Basset Hound,Brindle,YES,,,S/N: 9/16/2021,,May,2021,,,,,,COMPLETED,Puppy screen,,,2021-04-20 00:00:00,2021-05-15 00:00:00,,Unaltered,,,,FLRN-FD-21-0929,2021-05-15 00:00:00,2021-03-16,2021-05-22,,,,
Moose,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16563470&key=Mqr6gy1W,Female,1 years,41.00lbs,Labrador Retriever,Black & White,YES,,LIVES WITH,3/5/21 - Happy tail,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); HIgh energy; Lives with kids,,"Brought back to LDAR care because the family 'didn't bond with her'; lived with kids in previous home 
Hasn't gone to the dog park yet (as of mar 8th) but has met dogs on leash and done well; doing well in the crate the more progress she's made; ",,2021-03-05 00:00:00,,44260,,,,LACS-MD-21-0429,2021-03-05 00:00:00,,,,,,
Dobbie ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16763494&key=Mqr6gy1W,Male,9 months,43.00lbs,Labrador Retriever,Black & White,REQUIRED,,NO,,,May,2021,,,,,,COMPLETED,New this week; 2nd dog required; no kids under 12 due to shyness,,,,,,,,,,FLRN-MD-21-1004,,2020-09-06,2021-05-22,,,,
Hughes,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16770889&key=Mqr6gy1W,Male,2 years,55.00lbs,Shepherd,Black,Yes,,,,,May,2021,,,,,,COMPLETED,New this week; ,,,,,,,,,,FLRN-MD-21-1008,,2019-05-08,2021-08-22,,,,
Veda (2 shots),,Female,4.5 months,18.00lbs,Labrador Retriever,Black,Yes,,,S/N: 7/1/21,,May,2021,,,,,,COMPLETED,New this week; puppy screen,,,,,,,,,,FLRN-FD-21-1020,,2021-01-04,2021-05-22,,,,
Whiskey,,Female,6 months,7.00lbs,Dachshund,Brown,Yes,,,"Recovering from severe giardia which caused severe gastroenteritis
Had some autoimmune blisters pop up, but they are resolving",,May,2021,,,,,,COMPLETED,New this week; older puppy screen,,,,,,,,,,FLRN-FD-21-1024,,2020-11-13,2021-05-22,,,,
Topanga (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16712773&key=Mqr6gy1W,Female,2 years,45.00lbs,Shepherd,Black & Tan,YES,,,HW treated 5/4,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); HW Treated,,,2021-05-03 00:00:00,2021-05-15 00:00:00,,Altered,,,,FLRN-FD-21-0939,2021-05-15 00:00:00,2019-04-17,2021-05-23,,,,
Leighla,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16796198&key=Mqr6gy1W,Female,8-10 months,19.00lbs,Beagle / Feist Mix,Brindle & White,YES,,,,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); ,,,2021-05-15 00:00:00,2021-05-22 00:00:00,,Altered,,,,FLRN-FD-21-1010,2021-05-21 00:00:00,2020-09-17,2021-05-23,,,,
Cheesecake,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16654246&key=Mqr6gy1W,Female,2 years,33.07lbs,Basset Hound / Retriever Mix,Black & White,Yes,,,,,May,2021,,,,,,COMPLETED,Walks alone not enough (need running or playtime); talkative in the home and the crate - caution on apartments; high energy - needs daily running off leash at the dog park or other playdates; not ideal for an older dog - still learning boundaries and might overwhelm them;,,Returned for aggression and reactivity,2021-04-22 00:00:00,2021-04-22 00:00:00,,Altered,,,,TLHS-FD-21-0616,2021-04-03 00:00:00,2019-05-24,2021-05-23,,,,
Dumplin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16730994&key=Mqr6gy1W,Female,1-2 years,52.00lbs,Shepherd,Black & Tan,YES,,,5/18/21 - Eye allergies being treated with Alaway drops x 7 days,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); ,,Foster warned that she is fairly grabby with her teeth when taking teeth ,2021-04-21 00:00:00,2021-05-01 00:00:00,,Altered,,,,FLRN-FD-21-0848,2021-05-01 00:00:00,2020-04-23,2021-05-23,,,,
Georgie (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16744958&key=Mqr6gy1W,Male,2 months,12.00lbs,Terrier / Shepherd Mix,Black & White,Yes,,,S/N: 8/20/21,,May,2021,,,,,,COMPLETED,Puppy screen,,,,,,Unaltered,,,,MAWF-MD-21-0846,2021-05-07 00:00:00,2021-02-20,2021-05-23,,,,
Gina (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16745000&key=Mqr6gy1W,Female,2 months,12.00lbs,Terrier / Shepherd Mix,Black & White,Yes,,,S/N: 8/20/21,,May,2021,,,,,,COMPLETED,Puppy screen,,,,,,Unaltered,,,,MAWF-FD-21-0853,2021-05-07 00:00:00,2021-02-20,2021-05-23,,,,
Gloria (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16744976&key=Mqr6gy1W,Female,2 months,10.00lbs,Terrier / Shepherd Mix,Fawn & White,Yes,,,S/N: 8/20/21,,May,2021,,,,,,COMPLETED,Puppy screen,,,,,,Unaltered,,,,MAWF-FD-21-0854,2021-05-07 00:00:00,2021-02-20,2021-05-23,,,,
Spring Redbud (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16788707&key=Mqr6gy1W,Male,7 weeks,8.00lbs,Australian Shepherd,,YES,,,S/N: 9/24/21,,May,2021,,,,,,COMPLETED,Puppy screen,,,2021-05-01 00:00:00,2021-05-15 00:00:00,,Unaltered,,,,FLRN-MD-21-0976,2021-05-15 00:00:00,2021-03-24,2021-05-23,,,,
Manchita,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16747002&key=Mqr6gy1W,Female,1 years,13.40lbs,Jack Russell Terrier,Yellow,YES,,,Blind in left eye previous owner said lost sight after a scuffle with another dog,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime);  Blind in left eye,,,2021-05-03 00:00:00,3/8/21 B,,Altered,,,,PRCO-FD-21-0915,2021-05-18 00:00:00,2020-04-28,2021-05-23,,,,
Holly (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16764311&key=Mqr6gy1W,Female,4 months,23.00lbs,Labrador Retriever,Black & White,YES,,,,,May,2021,,,,,,COMPLETED,Puppy screen,,,2021-05-21 00:00:00,2021-05-01 00:00:00,,Altered,,,,MAWF-FD-21-0996,2021-05-21 00:00:00,2021-01-27,2021-05-24,,,,
Java (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16746645&key=Mqr6gy1W,Female,4.5 months (A/O 4/26),17.60lbs,Shepherd,White / Brown,YES,,,Treated for sarcoptic mange; street rescue ,,May,2021,,,,,,COMPLETED,Puppy Screen,,,2021-04-26 00:00:00,2021-04-26 00:00:00,,Altered,,,,PRCO-FD-21-0895,2021-05-11 00:00:00,2020-12-14,2021-05-24,,,,
Lupin (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16809830&key=Mqr6gy1W,Male,4 months,22.00lbs,Border Collie,Brown & White,YES,,,S/N: 8/1/21,,May,2021,,,,,,COMPLETED,Puppy screen,,,2021-05-15 00:00:00,2021-05-22 00:00:00,,Unaltered,,,,FLRN-MD-21-0998,2021-05-21 00:00:00,2021-02-04,2021-05-24,,,,
Millie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16770904&key=Mqr6gy1W,Female,2-3 years,30.00lbs,Terrier,Fawn & White,YES,NO,,HW treated 5/3,,May,2021,,,,,,COMPLETED,Walks alone not enough (needs running or playtime); HW Treated,,,2021-04-15 00:00:00,2021-05-15 00:00:00,,Altered,,,,FLRN-FD-21-0928,2021-05-15 00:00:00,2019-05-08,,,,,
Mimi (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=16772690&key=Mqr6gy1W,Female,1 months,5.00lbs,Basset Hound,Fawn,YES,,,S/N: 9/16/2021,,May,2021,,,,,,COMPLETED,Puppy screen,,,2021-04-20 00:00:00,2021-05-15 00:00:00,,Unaltered,,,,FLRN-FD-21-0930,2021-05-15 00:00:00,2021-03-16,2021-05-25,,,,
