DOG NAME,LINK,SEX,AGE,WEIGHT,BREED MIXES,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX,AGE MEASURE,SECONDARY BREED,SPAYED/NEUTERED
Joe (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13804736&key=Mqr6gy1W,Male,2 months,Labrador Retriever,Yellow,"New this week; Labrador mix; Puppy Screen
S/N: 3/15/18",,,,,,2018,FLRN-MD-18-1782,,Yes,,,,,,,,9/17/2018,12/2/2018,,,,
Paris,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13831413&key=Mqr6gy1W,Female,5 months,Labrador Retriever,Black w/ White,New this week; Labrador mix; 5 month old puppy,,,,,,2018,FLRN-FD-18-1797,,Yes,,,,,,,,6/27/2018,12/2/2018,,,,
Eli (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13804458&key=Mqr6gy1W,Male,4 months,Labrador Retriever,Black,New this week; Labrador mix; Puppy Screen,,,,,,2018,FLRN-MD-18-1772,,Yes,,,,,,,,7/28/2018,12/2/2018,,,,
Gunner,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13802395&key=Mqr6gy1W,Male,5-6 months,Bulldog,White,New this week; Bulldog mix; Bully Screen; 5-6 month old puppy,,,,,,2018,FLRN-MD-18-1776,,Yes,,,,,,,,5/26/2018,12/2/2018,,,,
Halo (2 shots),,Male,3 months,Labrador Retriever,Black w/ White,"New this week; Labrador mix; Puppy Screen
S/N: 2/15/18",,,,,,2018,FLRN-MD-18-1777,,Yes,,,,,,,,9/4/2018,12/2/2018,,,,
Aggie,,Female,1 year,Shih Tzu,White,New this week; Shih Tzu mix,,,,,,2018,MTHY-FD-18-1826,,Yes,,,,,,,,12/1/2017,12/8/2018,,,,
Baker,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13810120&key=Mqr6gy1W,Male,3 years,"Dachshund, Chihuahua",Black & White,Can be nervous around larger dogs,,,,,,2018,FLRN-MD-18-1766,,Yes,,,,,,,,11/17/2015,12/4/2018,,,,
Kringle,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13819206&key=Mqr6gy1W,Male,1 year,Pug,Black & Tan,New this week; Pug mix,,,,,,2018,MTHY-MD-18-1827,,Yes,,,,,,,,11/24/2017,12/8/2018,,,,
Suki,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13817804&key=Mqr6gy1W,Female,,,,,,,,,,2018,KAHS-FD-18-1787,,,,,,,,,,11/24/2015,12/8/2018,,,,
Allister,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13799716&key=Mqr6gy1W,Male,2 years,Flat-Coated Retriever,Black w/ White Patch,Walks alone not enough (needs running or playtime); no cats,NO,,,,,2018,FLRN-MD-18-1762,,Yes,,,,,,,,11/26/2016,12/7/2018,,,,
Havaretti,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13810125&key=Mqr6gy1W,Female,9-10 years,"Dachshund, Terrier",Black,Medium energy; needs dental; lived with kids; senior dog,,,,,,2018,FLRN-MD-18-1779,,Yes,,,,,,,,11/17/2009,12/8/2018,,,,
Rizzo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13809204&key=Mqr6gy1W,Female,3 years,"Terrier, Chihuahua",Black,Medium energy; No kids under 15 due to breed,,No,,,,2018,FLRN-FD-18-1802,,Yes,,,,,,,,11/17/2015,12/7/2018,,,,
Lucy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13804770&key=Mqr6gy1W,Female,2 years,"Chihuahua, Feist",Tan & White, Escape artist (can't be left alone in yard); needs work on housebreaking,,,,,,2018,FLRN-FD-18-1786,,Yes,,,,,,,,11/28/2016,,,,,
Vanessa ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13797755&key=Mqr6gy1W,Female,1 year,"Labrador, Heeler",White w/ Brown,Walks alone not enough (needs running or playtime); mouthy; commitment to training; lived with cats (might chase),Yes,,,,,2018,FLRN-FD-18-1817,,Yes,,,,,,,,11/28/2017,12/8/2018,,,,
Cherry (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13805610&key=Mqr6gy1W,Female,2.5 months,Labrador Retriever,Tan w/ White,"Puppy Screen; demodex (nexgard)
S/N: 3/1/19 ",,,,,,2018,FLRN-FD-18-1769,,Yes,,,,,,,,9/6/2018,12/8/2018,,,,
Cola (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13805616&key=Mqr6gy1W,Female,2.5 months,Labrador Retriever,Black w/ White,"Puppy Screen; demodex (nexgard)
S/N: 3/1/19",,,,,,2018,FLRN-FD-18-1770,,Yes,,,,,,,,9/6/2018,12/8/2018,,,,
Mikey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13751789&key=Mqr6gy1W,Male,2 years,Pointer,Black & White,Walks alone not enough (needs running or playtime); good with cats; commitment to socialization,Yes,,,,,2018,FLRN-MD-18-1789,,Yes,,,,,,,,11/1/2016,12/9/2018,,,,
Wilson,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13798001&key=Mqr6gy1W,Male,10 months,"Heeler, Pointer",Black & White,Walks alone not enough (needs running or playtime); good with cats,Yes,,,,,2018,FLRN-MD-18-1810,,Yes,,,,,,,,1/29/2018,12/9/2018,,,,
Nicholas (2 shots),,Male,2 months,Shepherd,Tan w/ White,"Puppy Screen
S/N: 2/14/18",,,,,,2018,FLRN-MD-18-1791,,Yes,,,,,,,,9/6/2018,12/9/2018,,,,
Sabina,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13747299&key=Mqr6gy1W,Female,9 months,Labrador Retriever,Yellow,Walks alone not enough (needs running or playtime); good with kids; caution on apartments (howls),,Lived with,,,,2018,FLRN-FD-18-1804,,Yes,,,,,,,,2/1/2018,12/9/2018,,,,
Henna (2 shots),,Female,2 months,Shepherd,Black & Tan,"Puppy Screen
S/N: 3/15/19",,,,,,2018,FLRN-FD-18-1780,,Yes,,,,,,,,10/1/2018,12/9/2018,,,,
Allen,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13819148&key=Mqr6gy1W,Male,10 months,Shepherd,Brindle,Walks alone not enough (needs running or playtime); no cats,NO,,,,,2018,FLRN-MD-18-1760,,Yes,,,,,,,,1/26/2018,12/9/2018,,,,
Austin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13799804&key=Mqr6gy1W,Male,1 year,Labrador mix,Black,Walks alone not enough (needs running or playtime); no cats,NO,,,,,2018,FLRN-MD-18-1765,,Yes,,,,,,,,11/26/2017,12/9/2018,,,,
Laika,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13677743&key=Mqr6gy1W,Female,1 year,Labrador Retriever,Black & White,Walks alone not enough (needs running or playtime); lived with cats but barked (caution),Lived with / caution,,,,,2018,FLRN-FD-18-1785,,Yes,,,,,,,,10/16/2017,12/9/2018,,,,
Sarah,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13089512&key=Mqr6gy1W,Female,2 years,Shepherd,Tan,Walks alone not enough (needs running and playtime); mouthy; no kids under 15,,No,,,,2018,SAPA-FD-18-0900,,Yes,,,,,,,,5/25/2016,9/12/2018,,,,
Kam,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=12755201&key=Mqr6gy1W,Male,2 years,Shepherd,Black/Tan,Walks alone not enough (needs playtime/stimulation); can be reactive on leash; commitment to training,,,,,,2018,FLRN-MD-18-0977,,Yes,,,,,,,,2/22/2016,12/15/2018,,,,
Maddox,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13060735&key=Mqr6gy1W,Male,3,Cocker Spaniel,Cocker Spaniel,Walks alone not enough (needs running or playtime); caution on apartments (howls); lived with cats and kids,Yes,Yes,,,,2018,FLRN-MD-18-0820,,Yes,,,,,,,,5/25/2015,12/14/2018,,,,
Nadia (3 shots not 10 days past),,Female,2 months,Shepherd,White,"Puppy Screen
S/N: 2/14/18",,,,,,2018,FLRN-FD-18-1790,,Yes,,,,,,,,9/6/2018,12/16/2018,,,,
Oreo (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13670185&key=Mqr6gy1W,Female,3 years,"Husky, Shepherd",Tri-color,Walks alone not enough (needs running or playtime); Husky warning; HW treated 11/16/18; no cats; lived with kids,No,Yes,,,,2018,FLUR-FD-18-1660,,Yes,,,,,,,,10/14/2015,12/15/2018,,,,
Puddin',https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13819223&key=Mqr6gy1W,Female,1 year,Labrador Retriever,Black & White,Walks alone not enough (needs running or playtime); high energy for smaller dog,,,,,,2018,MTHY-FD-18-1828,,Yes,,,,,,,,11/24/2017,12/15/2018,,,,
Roberta,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13809210&key=Mqr6gy1W,Female,3 years,"Terrier, Chihuahua",Orange & White,Medium energy; 2nd dog required; no kids under 10,,No,,,,2018,FLRN-FD-18-1803,,REQUIRED,,,,,,,,11/17/2015,12/16/2018,,,,
Simpson (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13744907&key=Mqr6gy1W,Male,4 months,"Labrador Retriever, Basset Hound",Black & White,"Puppy Screen; Interested in cats; commitment to training (resource guards); no kids under 12
S/N: 2/15/19",Interested,No,,,,2018,FLRN-MD-18-1739,,Yes,,,,,,,,8/16/2018,12/15/2018,,,,
Uncle,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13826416&key=Mqr6gy1W,Male,5 months,Terrier,Orange w/ White,Walks alone not enough (needs running or playtime); 5 month old puppy; Bully Warning,,,,,,2018,FLRN-MD-18-1809,,Yes,,,,,,,,6/30/2018,12/16/2018,,,,
Sherman,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13748037&key=Mqr6gy1W,Male,2 years,"Miniature Pinscher, Chihuahua",Tri-color,Medium energy,,,,,,2018,MTHY-MD-18-1750,,Yes,,,,,,,,5/4/2016,12/16/2018,,,,
Waylon (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13842822&key=Mqr6gy1W,Male,5 years,"Beagle, Pug",Tan & White,Medium energy; HW treated 11/6; lived with cats but curious; reacts to bikes,Lived with,,,,,2018,MTHY-MD-18-1829,,Yes,,,,,,,,12/1/2013,12/16/2018,,,,
Matilda (2 shots),,Female,,,,,,,,,,2018,FLRN-FD-18-1852,,,,,,,,,,10/6/2018,12/16/2018,,,,
Mona (2 shots),,Female,,,,,,,,,,2018,FLRN-FD-18-1858,,,,,,,,,,10/6/2018,12/22/2018,,,,
Alanis (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13815669&key=Mqr6gy1W,Female,3 years,Shepherd,Tri-color,Medium energy; Socialization recommended; HW treated 10/30/18,,,,,,2018,FLRN-FD-18-1759,,Yes,,,,,,,,11/26/2015,12/16/2018,,,,
Rudy (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13871203&key=Mqr6gy1W,Male,2.5 months,Shepherd,Tan,"Puppy Screen; being treated for demodex
S/N: 3/21/19",,,,,,2018,FLRN-MD-18-1867,, Yes,,,,,,,,10/2/2018,12/19/2018,,,,
Panther (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13870014&key=Mqr6gy1W,Male,2 years,Labrador Retriever,Grey & White,Walks alone not enough (needs running or playtime); HW treated 12/4/18; Bully warning,,,,,,2018,FLRN-MD-18-1872,, Yes,,,,,,,,,,,,,
Kirk,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13748311&key=Mqr6gy1W,Male,5 years,Dachshund,Black & Tan,Walks alone not enough (needs running or playtime); ,,,,,,2018,KAHS-MD-18-1710,,Yes,,,,,,,,11/4/2013,12/21/2018,,,,
Rhonda,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13244515&key=Mqr6gy1W,Female,1 year,Pointer,Black and White,Very high energy; Walks alone not enough (needs running or playtime); no cats,No,,,,,2018,FLRN-FD-18-1120,,Yes,,,,,,,,7/3/2017,12/21/2018,,,,
Kissie (2 shots),,Female,2 months,Retriever,Black & Tan,"Puppy Screen; previous treated for lice; commitment to socialization or 2nd dog
S/N: 4/1/19",,,,,,2018,FLRN-FD-18-1843,, Yes,,,,,,,,10/9/2018,12/21/2018,,,,
Brazen (2 shots),,Female,3 months,Shepherd,Orange,"Puppy Screen
S/N: 3/10/19",,,,,,2018,FLRN-FD-18-1849,, Yes,,,,,,,,,12/21/2018,,,,
Moe (2 shots),,Male,2 months,Labrador Retriever,Yellow,"Puppy Screen
S/N: 4/1/19",,,,,,2018,FLRN-MD-18-1857,, Yes,,,,,,,,10/6/2018,12/22/2018,,,,
Jessica,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13867694&key=Mqr6gy1W,Female,6 months,Shepherd,Tri-color,Walks alone not enough (needs running or playtime); 6 month old puppy,,,,,,2018,FLRN-FD-18-1839,, Yes,,,,,,,,7/7/2018,12/22/2018,,,,
Reba (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13871210&key=Mqr6gy1W,Female,3 months,Shepherd,Orange,"Puppy Screen
S/N: 3/15/19",,,,,,2018,FLRN-FD-18-1847,, Yes,,,,,,,,9/18/2018,12/22/2018,,,,
Harry,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13868749&key=Mqr6gy1W,Male,5 months,Jack Russell Terrier,Red & White,5 month old puppy; 2nd dog required (shy),,,,,,2018,FLRN-MD-18-1834,,REQUIRED,,,,,,,,7/7/2018,12/22/2018,,,,
Pattie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7362595&key=Mqr6gy1W,Female,4 years,Plott Hound,Brindle,Walks alone not enough (needs running or playtime); chases cats; needs structure and training; lived with kids,Yes,Yes,,,,2018,MTHY-FD-14-0905,,Yes,,,,,No,,,,8/22/2014,Mix,months,,Yes
Drew,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13848875&key=Mqr6gy1W,Male,9 months,Shepherd,Tan,Walks alone not enough (needs running or playtime); mouthy; no kids under 8; passed cat test,Passed test,,,,,2018,HERT-MD-18-1869,,Yes,,,,,,,,3/1/2018,12/23/2018,,,,
Skippy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13820562&key=Mqr6gy1W,Male,8-9 months,Shepherd,White w/ Black,Walks alone not enough (needs running or playtime); commitment to socialization,,,,,,2018,FLRN-MD-18-1806,,Yes,,,,,,,,4/28/2018,12/23/2018,,,,
Hailey Girl,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13371545&key=Mqr6gy1W,Female,1 year,Airdale Terrier,Black and Tan,Walks alone not enough (needs running and playtime); separation anxiety,,,,,,2018,KAHS-FD-18-1255,,Yes,,,,,,,,8/29/2017,12/23/2018,,,,
Joaquin (HW),,Male,3 years,Chihuahua,Tan,Case by case on kids,,,,,,2018,PRCO-MD-18-1707,,Yes,,,,,,,,5/31/2015,12/23/2018,,,,
Nelson,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13814602&key=Mqr6gy1W,Male,10 months,Labrador Retriever,Black w/ White,Walks alone not enough (needs running or playtime); commitment to socialization,,,,,,2018,FLRN-MD-18-1794,,Yes,,,,,,,,12/1/2017,12/23/2018,,,,
Shira (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13758650&key=Mqr6gy1W,Female,4 years,Shepherd,Black & Tan,Walks alone not enough (needs running or playtime); best with submissive dogs or only dog; HW treated 11/19/18,,,,,,2018,FLRN-FD-18-1868,, Yes,,,,,,,,11/6/2014,12/23/2018,,,,
Bali (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13826301&key=Mqr6gy1W,Female,2.5 months,"Labrador, Terrier",Orange w/ White,"Puppy Screen; Bully warning; commitment to socialization; shyest of the litter
S/N: 3/1/19",,,,,,2018,FLRN-FD-18-1812,,Yes,,,,,,,,9/13/2018,12/28/2018,,,,
Blair (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13826322&key=Mqr6gy1W,Female,2.5 months,"Labrador, Terrier",White w/ Brown,"Puppy Screen; Bully warning; commitment to socialization
S/N: 3/1/19",,,,,,2018,FLRN-MD-18-1815,,Yes,,,,,,,,9/13/2018,12/30/2018,,,,
Bartholamul (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13826290&key=Mqr6gy1W,Male,2.5 months,"Labrador, Terrier",White w/ Brown,"Puppy Screen; Bully warning; commitment to socialization
S/N: 3/1/19",,,,,,2018,FLRN-FD-18-1813,,Yes,,,,,,,,5/26/2018,12/16/2018,,,,
Mini (2 shots),,Female,2 months,"Shepherd, Terrier",Fawn & White,"Puppy Screen
S/N: 4/1/19",,,,,,2018,FLRN-FD-18-1856,, Yes,,,,,,,,10/6/2018,12/23/2018,,,,
Elsa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13826186&key=Mqr6gy1W,Female,5 months,Beagle,Tan w/ Black,5 month old puppy; caution on apartments due to breed; 2nd dog required; commitment to socialization,,,,,,2018,FLRN-FD-18-1774,,REQUIRED,,,,,,,,6/27/2018,12/23/2018,,,,
Jackstraw,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13745405&key=Mqr6gy1W,Male,6 months,"Shepherd, Wire-haired Terrier",Black & Tan,Walks alone not enough (needs running or playtime); best as only dog,,,,,,2018,FLRN-MD-18-1706,,No,,,,,,,,6/2/2018,12/23/2018,,,,
Meatball (2 shots),,Male,2 months,"Shepherd, Terrier",Black & White,"Puppy Screen
S/N: 4/1/19",,,,,,2018,FLRN-MD-18-1853,, Yes,,,,,,,,10/6/2018,12/23/2018,,,,
Juju (2 shots),,Female,9 weeks,Chesapeake Bay Retriever,Black & White,"Puppy Screen
S/N: 4/1/19",,,,,,2018,FLRN-FD-18-1838,, Yes,,,,,,,,10/9/2018,12/23/2018,,,,
Potter,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13868863&key=Mqr6gy1W,Male,5 months,Jack Russell Terrier,Red & White,5 month old puppy; 2nd dog required,,,,,,2018,FLRN-MD-18-1861,,REQUIRED,,,,,,,,7/7/2018,12/23/2018,,,,
Peggy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13706231&key=Mqr6gy1W,Female,1 year,Hound,Tri-color,Walks alone not enough (needs running or playtime); caution on apartments due to breed; counter surfer,,,,,,2018,FLRN-FD-18-1715,,Yes,,,,,,,,10/26/2017,12/23/2018,,,,
Mia,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13851875&key=Mqr6gy1W,Female,5 years,Pomeranian,Tan and White,Good with kids; caution on apartments due to barking (possible separation anxiety); choosy with resident dogs,,Yes,,,,2018,KAHS-FD-18-1557,,Yes,,,,,,,,9/26/2013,12/29/2018,,,,
Dolly Madison,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13867721&key=Mqr6gy1W,Female,1 year,Chesapeake Bay Retriever,Chocolate,Walks alone not enough (needs running or playtime); good with kids; metro,,Yes,,,,2018,FLRN-FD-18-1864,, Yes,,,,,,,,12/8/2017,12/27/2018,,,,
Keeley (2 shots),,Female,2 months,Retriever,Yellow,"Puppy Screen; previous treated for lice; commitment to socialization or 2nd dog
S/N: 4/1/19",,,,,,2018,FLRN-FD-18-1841,, Yes,,,,,,,,10/9/2018,12/27/2018,,,,
Kimmel (2 shots),,Male,2 months,Retriever,Fawn & White,"Puppy Screen; previous treated for lice; commitment to socialization or 2nd dog
S/N: 4/1/19",,,,,,2018,FLRN-MD-18-1842,, Yes,,,,,,,,10/9/2018,12/29/2018,,,,
Klyde (2 shots),,Male,2 months,Retriever,Tri-color,"Puppy Screen; previous treated for lice; commitment to socialization or 2nd dog
S/N: 4/1/19",,,,,,2018,FLRN-MD-18-1844,, Yes,,,,,,,,10/9/2018,12/27/2018,,,,
Beanie (2 shots),,Male,2 months,Shepherd,Black & Tan,"Puppy Screen
S/N: 4/1/18",,,,,,2018,FLRN-MD-18-1884,,Yes,,,,,,,,10/12/2018,,,,,
Rhett (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13871200&key=Mqr6gy1W,Male,2.5 months,Shepherd,White w/ Grey,"Puppy Screen; being treated for demodex
S/N: 3/21/19",,,,,,2018,FLRN-MD-18-1866,, Yes,,,,,,,,10/2/2018,12/30/2018,,,,
Millie (2 shots),,Female,2 months,"Shepherd, Terrier",Black & White,"Puppy Screen
S/N: 4/1/19",,,,,,2018,FLRN-FD-18-1855,, Yes,,,,,,,,10/6/2018,12/28/2018,,,,
Moose (2 shots),,Male,2 months,"Shepherd, Labrador Retriever",Yellow,"Puppy Screen
S/N: 4/1/19",,,,,,2018,FLRN-MD-18-1859,, Yes,,,,,,,,10/6/2018,12/30/2018,,,,
Mugsy (2 shots),,MAle,2 months,"Shepherd, Terrier",Black & White,"Puppy Screen
S/N: 4/1/19",,,,,,2018,FLRN-MD-18-1860,, Yes,,,,,,,,10/6/2018,12/28/2018,,,,
Pistachio ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13805631&key=Mqr6gy1W,Female,3 years,Dachshund,Brown,Medium energy; No kids under 15,,No,,,,2018,FLRN-FD-18-1799,,Yes,,,,,,,,11/17/2015,12/30/2018,,,,
Ula,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13826394&key=Mqr6gy1W,Female,5 months,Terrier,Brown w/ White,Walks alone not enough (needs running or playtime); 5 month old puppy; Bully Warning,,,,,,2018,FLRN-FD-18-1808,,Yes,,,,,,,,6/26/2018,12/30/2018,,,,
Peanut,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13520123&key=Mqr6gy1W,Female,4 years,"Miniature Pinscher, Terrier",Black & Tan,Medium energy; timid; separation anxiety; good with kids,,Yes,,,,2018,HERT-FD-18-1437,,Yes,,,,,,,,9/6/2014,12/30/2018,,,,
Evie,http://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13143884&key=Mqr6gy1W,Female,1 year,Labrador Retriever,Brown w/ White Patch,Walks alone not enough (needs running or playtime); Bully Warning,,,,,,2018,FLRN-FD-18-1107,,Yes,,,,,,,,5/23/2017,12/30/2018,,,,
Lizette (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13804802&key=Mqr6gy1W,Female,3 years,Terrier,Fawn & White,Walks alone not enough (needs running or playtime); HW treated 11/26/18; started doxy,,,,,,2018,FLRN-FD-18-1851,, Yes,,,,,,,,11/27/2015,12/30/2018,,,,
Pae,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13820571&key=Mqr6gy1W,Female,1-2 years,Chihuahua,Tan,No kids under 15 due to breed; has hip injury that causes improper use of back leg; passed cat test,Passed test,No,,,,2018,FLRN-FD-18-1796,,Yes,,,,,,,,11/28/2016,12/30/2018,,,,
Riley,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13862189&key=Mqr6gy1W,Female,1-2 years,Labrador Retriever,Black,Walks alone not enough (needs running or playtime),,,,,,2018,FLRN-FD-18-1878,,Yes,,,,,,,,12/7/2017,12/30/2018,,,,
Kandy (2 shots),,Female,2 months,Retriever,Red,"Puppy Screen; previous treated for lice; commitment to socialization or 2nd dog
S/N: 4/1/19",,,,,,2018,FLRN-FD-18-1840,, Yes,,,,,,,,10/9/2018,12/30/2018,,,,
Benson (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13826292&key=Mqr6gy1W,Male,2.5 months,"Labrador, Terrier",White w/ Brown,"Puppy Screen; Bully warning; commitment to socialization
S/N: 3/1/19",,,,,,2018,FLRN-MD-18-1814,,Yes,,,,,,,,9/13/2018,12/23/2018,,,,
Raven,,Female,10,30,Labrador Retriever,Black with White,Yes,,,,,2017,GLTR-FD-17-0002,,New this week; Lab Mix,,,,,No,,,,1/1/2017,Mix,months,,Yes
Sugar,,Female,7,18 - 20,Beagle,Tan/Brown & Black & White,Yes,,,,,2017,GLTR-FD-17-0003,,New this week; Beagle Mix,,,,,No,,,,1/1/2017,Mix,months,,Yes
Tugboat,,Male,7,18 - 20,Beagle,Tan/Brown & Black & White,Yes,,,,,2017,GLTR-MD-17-0004,,New this week; Beagle Mix,,,,,No,,,,1/1/2017,Mix,months,,Yes
Churchill,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=10921481&key=Mqr6gy1W,Male,5-Apr,30,Beagle,Tan/Brown & Black & White,Yes,,,,,2017,FLRN-MD-16-1374,,New this week; Beagle Mix,,,,,No,,,,1/1/2017,Mix,years,,Yes
Igor,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=10865547&key=Mqr6gy1W,Male,2-Jan,20,Daschund,Brindle with White,Yes,,,,,2017,FLRN - MD-16-1385,,New this week; Doxie Mix,,,,,,,,,,,,,
Wilbur,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=10916462&key=Mqr6gy1W,Male,1,46,Shepherd,Tan/Brown & Black & White,Yes,,,,,2017,MTHY-MD-16-1382,,New this week; Shepherd Mix,,,,,No,,,,1/1/2017,Mix,years,,Yes
